mape_mean,mape_std,rmse_mean,rmse_std,mae_mean,mae_std,mean_error_mean,mean_error_std,std_error_mean,std_error_std,smape_mean,smape_std,mase_mean,mase_std,mase_wd_mean,mase_wd_std,features,modelo,type
268.57708146626163,62.2476263042592,1533.5078522082272,187.84460178372805,566.505218134715,16.011932909519796,-9.613790155440421,12.707404790410076,1533.4338350775813,187.7729947175006,38.458789821072386,0.5481750378945852,0.5450768798422196,0.02159388874054635,0.012904167765534335,0.0011007146390209746,15,ALL,ALL
280.53173826432237,199.27871105746777,782.7939452186141,70.36718815721167,430.87152327823696,27.561368359000596,-1.9580103305785173,31.680868532622362,782.1739971316613,70.10156072241907,37.60782617422929,2.544294999175335,0.6474574582162216,0.041096978556877155,0.016937637216050697,0.0023212173125391057,15,CL_1,CL
142.6455879080379,85.4033617368282,904.6853208179316,74.4214763343341,690.6186451612903,58.47741889195552,-32.06400000000001,65.51567335130748,901.5573820428602,76.6026708188082,36.31488021482912,3.325972524274261,0.6132096407658449,0.018305324578121333,0.015251633002051068,0.0016308079481633993,15,CL_2,CL
168.05820503638637,59.40834830514738,320.99223741145425,8.124677174051369,158.66607556193208,6.453749798447593,-4.225077953132475,22.431379813489404,320.1870312410639,7.827758209145347,49.36694374697357,1.8871584633899716,0.5940839470727853,0.0331296829393892,0.012852139238927123,0.0008368478690424081,15,CL_3,CL
125.14016635334103,51.28257647738432,271.13746515007944,5.780489214643392,203.803570410571,1.6602511670871374,-5.068126503067482,26.333324010018703,269.81649166427826,5.373083833692996,33.09831141421192,0.45446928599073577,0.5764881590275384,0.01261209976929498,0.013998935292091069,0.0003272203571751577,15,CL_4,CL
374.33687261871603,139.2116121808561,460.3350881514556,36.725587765363336,317.46898063303945,19.76162655592401,-4.562364190393604,9.60026760192413,460.20848660134027,36.77404975236554,38.54191180667222,1.6676718913276114,0.6048272503226954,0.01710583956586041,0.014929855630436853,0.0005204597586257478,15,CL_5,CL
774.9765130151364,991.6098172529518,912.0228180142756,71.2521694737121,509.9092365898558,22.662340213221807,-32.477430838570434,37.91870213736406,910.6370657670104,71.48437031270734,45.66041734128374,3.2212490057677634,0.6765152738514273,0.06342900135309273,0.016248077708710888,0.0007929476146574043,15,CL_6,CL
244.6812369742012,117.73352231023726,591.4724358170145,35.234348581093194,406.7145077657223,22.851634688161596,-16.038207564798075,40.26678499916893,589.9204870040534,34.58731831301822,38.557222703107115,3.8079621496161584,0.5691293746194022,0.059420583748021914,0.014051032877881859,0.0020447393471519095,15,CL_7,CL
465.78971766511967,155.82806817455258,831.7425944379205,39.9573845504277,592.6506663171243,23.239142485419155,-19.989050163390722,36.54171556060344,830.6864632012745,40.21786585642317,47.75385093579967,3.130610660925234,0.5517399017730327,0.011736496482034927,0.01411403708376643,0.0008174978461493207,15,CL_8,CL
275.15193865229105,61.29195266137771,6438.389845739683,875.1968273014108,3696.8992600840334,334.1762166793551,-157.0976261904761,529.5909714759035,6413.966858915921,880.179620161173,57.81543318430697,3.148867980381685,0.5350476162772715,0.07771424509041926,0.011113772660619406,0.001697009292037281,15,CL_9,CL
