y_pred,y_real,type,fecha,producto,modelo
408.305,5.0,test,2020-01-03,96,ALL
635.17,48.0,test,2020-01-04,96,ALL
447.64,39.0,test,2020-01-07,96,ALL
533.105,575.0,test,2020-01-10,96,ALL
553.435,37.0,test,2020-01-11,96,ALL
278.19,297.0,test,2020-01-15,96,ALL
218.455,224.0,test,2020-01-16,96,ALL
247.485,471.0,test,2020-01-17,96,ALL
140.875,649.0,test,2020-01-18,96,ALL
626.95,643.0,test,2020-01-20,96,ALL
174.13,466.0,test,2020-01-21,96,ALL
309.49,798.0,test,2020-01-23,96,ALL
844.37,1038.0,test,2020-01-24,96,ALL
437.25,347.0,test,2020-01-28,96,ALL
415.255,316.0,test,2020-01-29,96,ALL
887.615,1137.0,test,2020-01-31,96,ALL
398.485,79.0,test,2020-02-01,96,ALL
340.58,64.0,test,2020-02-03,96,ALL
645.76,852.0,test,2020-02-04,96,ALL
620.58,1009.0,test,2020-02-05,96,ALL
955.73,667.0,test,2020-02-06,96,ALL
989.45,894.0,test,2020-02-07,96,ALL
194.015,384.0,test,2020-02-08,96,ALL
356.745,303.0,test,2020-02-10,96,ALL
646.54,192.0,test,2020-02-11,96,ALL
763.835,145.0,test,2020-02-12,96,ALL
353.24,40.0,test,2020-02-13,96,ALL
1034.185,870.0,test,2020-02-14,96,ALL
278.93,660.0,test,2020-02-17,96,ALL
879.495,922.0,test,2020-02-18,96,ALL
1010.435,1085.0,test,2020-02-19,96,ALL
404.245,638.0,test,2020-02-24,96,ALL
652.49,394.0,test,2020-02-25,96,ALL
501.24,617.0,test,2020-02-26,96,ALL
254.3,704.0,test,2020-02-27,96,ALL
791.635,589.0,test,2020-02-28,96,ALL
997.495,882.0,test,2020-02-29,96,ALL
903.44,877.0,test,2020-03-02,96,ALL
751.025,685.0,test,2020-03-03,96,ALL
880.615,725.0,test,2020-03-04,96,ALL
460.55,302.0,test,2020-03-10,96,ALL
283.385,200.0,test,2020-03-13,96,ALL
506.405,258.0,test,2020-03-17,96,ALL
780.07,770.0,test,2020-03-18,96,ALL
940.63,828.0,test,2020-03-19,96,ALL
295.835,526.0,test,2020-03-20,96,ALL
626.24,496.0,test,2020-03-21,96,ALL
402.615,339.0,test,2019-06-05,97,ALL
210.36,150.0,test,2019-06-11,97,ALL
446.28,350.0,test,2019-06-12,97,ALL
156.38,155.0,test,2019-06-13,97,ALL
196.375,187.0,test,2019-06-14,97,ALL
153.735,152.0,test,2019-06-15,97,ALL
162.315,152.0,test,2019-06-17,97,ALL
161.355,261.0,test,2019-06-18,97,ALL
451.62,331.0,test,2019-06-19,97,ALL
163.395,206.0,test,2019-06-20,97,ALL
212.59,221.0,test,2019-06-21,97,ALL
169.69,229.0,test,2019-06-22,97,ALL
301.445,315.0,test,2019-06-25,97,ALL
134.075,234.0,test,2019-07-01,97,ALL
272.025,169.0,test,2019-07-03,97,ALL
340.35,730.0,test,2019-07-10,97,ALL
359.515,368.0,test,2019-07-11,97,ALL
495.285,592.0,test,2019-07-12,97,ALL
242.51,245.0,test,2019-07-15,97,ALL
355.705,355.0,test,2019-07-16,97,ALL
276.165,18.0,test,2019-07-18,97,ALL
710.18,284.0,test,2019-07-19,97,ALL
49.55,89.0,test,2019-07-20,97,ALL
170.95,89.0,test,2019-07-22,97,ALL
774.295,899.0,test,2019-07-23,97,ALL
1068.0,652.0,test,2019-07-24,97,ALL
442.65,420.0,test,2019-07-25,97,ALL
409.37,358.0,test,2019-07-26,97,ALL
145.73,336.0,test,2019-07-29,97,ALL
512.73,82.0,test,2019-07-30,97,ALL
719.065,258.0,test,2019-07-31,97,ALL
219.205,114.0,test,2019-08-01,97,ALL
350.55,202.0,test,2019-08-07,97,ALL
197.565,50.0,test,2019-08-13,97,ALL
183.795,113.0,test,2019-08-16,97,ALL
439.4,336.0,test,2019-08-17,97,ALL
353.205,336.0,test,2019-08-19,97,ALL
52.35,266.0,test,2019-08-20,97,ALL
273.79,276.0,test,2019-08-21,97,ALL
210.95,194.0,test,2019-08-22,97,ALL
137.755,281.0,test,2019-08-23,97,ALL
102.695,29.0,test,2019-09-10,97,ALL
47.125,110.0,test,2019-09-14,97,ALL
429.99,363.0,test,2019-09-18,97,ALL
225.4,236.0,test,2019-09-20,97,ALL
430.37,442.0,test,2019-09-21,97,ALL
462.755,442.0,test,2019-09-23,97,ALL
215.87,420.0,test,2019-09-24,97,ALL
215.91,211.0,test,2019-09-25,97,ALL
653.12,505.0,test,2019-09-26,97,ALL
169.66,173.0,test,2019-09-27,97,ALL
372.515,210.0,test,2019-09-28,97,ALL
194.505,210.0,test,2019-09-30,97,ALL
322.495,1.0,test,2019-10-01,97,ALL
296.095,510.0,test,2019-10-02,97,ALL
363.44,187.0,test,2019-10-03,97,ALL
192.385,242.0,test,2019-10-04,97,ALL
338.07,261.0,test,2019-10-05,97,ALL
330.885,261.0,test,2019-10-07,97,ALL
525.33,289.0,test,2019-10-08,97,ALL
368.115,292.0,test,2019-10-09,97,ALL
374.705,69.0,test,2019-10-10,97,ALL
402.625,664.0,test,2019-10-11,97,ALL
336.665,483.0,test,2019-10-14,97,ALL
268.53,630.0,test,2019-10-15,97,ALL
490.905,206.0,test,2019-10-16,97,ALL
151.475,190.0,test,2019-10-17,97,ALL
432.335,778.0,test,2019-10-18,97,ALL
314.215,416.0,test,2019-10-19,97,ALL
427.165,416.0,test,2019-10-21,97,ALL
380.695,114.0,test,2019-10-22,97,ALL
246.02,190.0,test,2019-10-23,97,ALL
113.49,253.0,test,2019-10-24,97,ALL
238.275,1.0,test,2019-10-26,97,ALL
475.08,518.0,test,2019-10-28,97,ALL
510.53,618.0,test,2019-10-29,97,ALL
136.265,103.0,test,2019-10-30,97,ALL
270.495,202.0,test,2019-10-31,97,ALL
820.4,363.0,test,2019-11-02,97,ALL
513.455,363.0,test,2019-11-04,97,ALL
445.38,567.0,test,2019-11-05,97,ALL
171.535,454.0,test,2019-11-06,97,ALL
215.28,87.0,test,2019-11-07,97,ALL
545.84,559.0,test,2019-11-08,97,ALL
345.825,940.0,test,2019-11-09,97,ALL
367.39,557.0,test,2019-11-13,97,ALL
155.78,153.0,test,2019-11-14,97,ALL
492.09,76.0,test,2019-11-15,97,ALL
642.41,408.0,test,2019-11-16,97,ALL
399.26,408.0,test,2019-11-18,97,ALL
786.075,562.0,test,2019-11-19,97,ALL
506.315,517.0,test,2019-11-20,97,ALL
146.525,232.0,test,2019-11-21,97,ALL
450.73,334.0,test,2019-11-22,97,ALL
675.135,163.0,test,2019-11-23,97,ALL
348.725,163.0,test,2019-11-25,97,ALL
397.38,323.0,test,2019-11-26,97,ALL
504.545,287.0,test,2019-11-27,97,ALL
333.12,391.0,test,2019-11-28,97,ALL
175.465,324.0,test,2019-11-29,97,ALL
470.445,415.0,test,2019-11-30,97,ALL
383.73,415.0,test,2019-12-02,97,ALL
317.075,206.0,test,2019-12-03,97,ALL
383.96,504.0,test,2019-12-04,97,ALL
312.01,11.0,test,2019-12-05,97,ALL
619.105,507.0,test,2019-12-12,97,ALL
473.16,828.0,test,2019-12-13,97,ALL
312.94,210.0,test,2019-12-14,97,ALL
277.82,210.0,test,2019-12-16,97,ALL
186.075,231.0,test,2019-12-17,97,ALL
538.035,454.0,test,2019-12-18,97,ALL
390.47,129.0,test,2019-12-19,97,ALL
751.32,336.0,test,2019-12-20,97,ALL
183.49,349.0,test,2019-12-21,97,ALL
723.585,1029.0,test,2019-12-26,97,ALL
659.84,226.0,test,2019-12-27,97,ALL
203.405,3.0,test,2019-12-28,97,ALL
228.26,3.0,test,2019-12-30,97,ALL
263.98,261.0,test,2019-12-31,97,ALL
785.745,378.0,test,2020-01-02,97,ALL
337.835,399.0,test,2020-01-07,97,ALL
498.975,77.0,test,2020-01-08,97,ALL
917.76,452.0,test,2020-01-09,97,ALL
186.235,371.0,test,2020-01-10,97,ALL
74.87,303.0,test,2020-01-11,97,ALL
367.01,575.0,test,2020-01-15,97,ALL
394.225,471.0,test,2020-01-16,97,ALL
459.34,349.0,test,2020-01-17,97,ALL
389.95,271.0,test,2020-01-18,97,ALL
106.5,271.0,test,2020-01-20,97,ALL
640.09,329.0,test,2020-01-21,97,ALL
420.285,528.0,test,2020-01-23,97,ALL
675.06,481.0,test,2020-01-24,97,ALL
421.41,303.0,test,2020-01-28,97,ALL
963.31,843.0,test,2020-01-29,97,ALL
368.97,370.0,test,2020-01-30,97,ALL
401.23,286.0,test,2020-01-31,97,ALL
167.74,152.0,test,2020-02-01,97,ALL
273.75,152.0,test,2020-02-03,97,ALL
288.59,236.0,test,2020-02-04,97,ALL
731.255,219.0,test,2020-02-05,97,ALL
370.175,279.0,test,2020-02-06,97,ALL
510.51,265.0,test,2020-02-07,97,ALL
116.615,164.0,test,2020-02-08,97,ALL
93.96,110.0,test,2020-02-10,97,ALL
677.745,833.0,test,2020-02-11,97,ALL
910.085,1008.0,test,2020-02-12,97,ALL
415.69,357.0,test,2020-02-13,97,ALL
262.115,510.0,test,2020-02-14,97,ALL
121.44,153.0,test,2020-02-17,97,ALL
613.745,342.0,test,2020-02-18,97,ALL
543.945,247.0,test,2020-02-19,97,ALL
318.96,465.0,test,2020-02-24,97,ALL
669.895,347.0,test,2020-02-25,97,ALL
905.355,478.0,test,2020-02-26,97,ALL
616.23,521.0,test,2020-02-27,97,ALL
525.89,457.0,test,2020-02-28,97,ALL
657.09,613.0,test,2020-02-29,97,ALL
381.605,613.0,test,2020-03-02,97,ALL
198.59,226.0,test,2020-03-03,97,ALL
554.15,825.0,test,2020-03-04,97,ALL
238.8,48.0,test,2020-03-10,97,ALL
380.145,323.0,test,2020-03-13,97,ALL
800.285,383.0,test,2020-03-14,97,ALL
876.59,383.0,test,2020-03-16,97,ALL
177.23,3.0,test,2020-03-17,97,ALL
1013.155,491.0,test,2020-03-18,97,ALL
557.085,447.0,test,2020-03-19,97,ALL
417.81,350.0,test,2020-03-20,97,ALL
477.39,546.0,test,2020-03-21,97,ALL
626.265,541.0,test,2019-06-05,98,ALL
368.56,218.0,test,2019-06-11,98,ALL
501.02,428.0,test,2019-06-12,98,ALL
307.825,286.0,test,2019-06-13,98,ALL
642.27,568.0,test,2019-06-14,98,ALL
398.955,397.0,test,2019-06-15,98,ALL
421.955,394.0,test,2019-06-17,98,ALL
315.285,308.0,test,2019-06-18,98,ALL
554.08,596.0,test,2019-06-19,98,ALL
334.155,358.0,test,2019-06-20,98,ALL
537.325,476.0,test,2019-06-21,98,ALL
364.315,384.0,test,2019-06-22,98,ALL
287.0,316.0,test,2019-06-25,98,ALL
398.845,344.0,test,2019-07-01,98,ALL
569.185,491.0,test,2019-07-03,98,ALL
946.805,1329.0,test,2019-07-10,98,ALL
620.255,617.0,test,2019-07-11,98,ALL
1099.215,1003.0,test,2019-07-12,98,ALL
566.375,848.0,test,2019-07-15,98,ALL
762.635,681.0,test,2019-07-16,98,ALL
719.185,471.0,test,2019-07-18,98,ALL
836.475,344.0,test,2019-07-19,98,ALL
979.7,617.0,test,2019-07-20,98,ALL
802.845,613.0,test,2019-07-22,98,ALL
784.02,476.0,test,2019-07-23,98,ALL
1131.225,387.0,test,2019-07-24,98,ALL
700.445,838.0,test,2019-07-25,98,ALL
682.41,610.0,test,2019-07-26,98,ALL
523.67,32.0,test,2019-07-29,98,ALL
580.27,452.0,test,2019-07-30,98,ALL
509.795,460.0,test,2019-07-31,98,ALL
627.715,378.0,test,2019-08-01,98,ALL
615.025,423.0,test,2019-08-03,98,ALL
323.795,531.0,test,2019-08-07,98,ALL
421.18,405.0,test,2019-08-13,98,ALL
559.945,518.0,test,2019-08-16,98,ALL
408.64,518.0,test,2019-08-17,98,ALL
294.77,517.0,test,2019-08-19,98,ALL
409.505,484.0,test,2019-08-20,98,ALL
484.245,389.0,test,2019-08-21,98,ALL
591.895,521.0,test,2019-08-22,98,ALL
514.04,550.0,test,2019-08-23,98,ALL
247.005,100.0,test,2019-09-10,98,ALL
205.97,223.0,test,2019-09-14,98,ALL
826.785,599.0,test,2019-09-18,98,ALL
824.33,613.0,test,2019-09-20,98,ALL
406.89,610.0,test,2019-09-21,98,ALL
575.32,609.0,test,2019-09-23,98,ALL
160.125,284.0,test,2019-09-24,98,ALL
526.91,415.0,test,2019-09-25,98,ALL
398.585,373.0,test,2019-09-26,98,ALL
494.375,408.0,test,2019-09-27,98,ALL
386.245,295.0,test,2019-09-28,98,ALL
427.13,287.0,test,2019-09-30,98,ALL
346.47,268.0,test,2019-10-01,98,ALL
575.62,502.0,test,2019-10-02,98,ALL
350.45,402.0,test,2019-10-03,98,ALL
493.925,449.0,test,2019-10-04,98,ALL
506.81,376.0,test,2019-10-05,98,ALL
481.935,376.0,test,2019-10-07,98,ALL
445.04,379.0,test,2019-10-08,98,ALL
376.145,381.0,test,2019-10-10,98,ALL
446.99,633.0,test,2019-10-11,98,ALL
289.26,492.0,test,2019-10-14,98,ALL
249.52,192.0,test,2019-10-15,98,ALL
541.775,618.0,test,2019-10-16,98,ALL
352.56,155.0,test,2019-10-17,98,ALL
417.29,244.0,test,2019-10-18,98,ALL
442.955,814.0,test,2019-10-19,98,ALL
519.645,814.0,test,2019-10-21,98,ALL
381.545,431.0,test,2019-10-22,98,ALL
557.605,366.0,test,2019-10-23,98,ALL
341.66,484.0,test,2019-10-24,98,ALL
432.0,357.0,test,2019-10-25,98,ALL
773.955,242.0,test,2019-10-26,98,ALL
635.105,318.0,test,2019-10-28,98,ALL
239.185,373.0,test,2019-10-29,98,ALL
414.605,114.0,test,2019-10-30,98,ALL
270.48,56.0,test,2019-10-31,98,ALL
797.335,1051.0,test,2019-11-02,98,ALL
810.7,1050.0,test,2019-11-04,98,ALL
398.975,174.0,test,2019-11-05,98,ALL
323.12,244.0,test,2019-11-06,98,ALL
367.27,87.0,test,2019-11-08,98,ALL
723.315,612.0,test,2019-11-09,98,ALL
263.035,458.0,test,2019-11-13,98,ALL
303.375,597.0,test,2019-11-14,98,ALL
362.225,780.0,test,2019-11-15,98,ALL
755.005,358.0,test,2019-11-16,98,ALL
892.28,357.0,test,2019-11-18,98,ALL
234.565,379.0,test,2019-11-19,98,ALL
301.085,460.0,test,2019-11-20,98,ALL
518.77,374.0,test,2019-11-21,98,ALL
578.03,468.0,test,2019-11-22,98,ALL
641.8,620.0,test,2019-11-23,98,ALL
560.255,618.0,test,2019-11-25,98,ALL
459.415,694.0,test,2019-11-26,98,ALL
674.78,995.0,test,2019-11-27,98,ALL
816.6,605.0,test,2019-11-28,98,ALL
799.305,552.0,test,2019-11-29,98,ALL
291.88,434.0,test,2019-11-30,98,ALL
355.465,431.0,test,2019-12-02,98,ALL
649.505,273.0,test,2019-12-03,98,ALL
675.16,197.0,test,2019-12-04,98,ALL
503.56,463.0,test,2019-12-05,98,ALL
430.43,177.0,test,2019-12-07,98,ALL
529.355,442.0,test,2019-12-12,98,ALL
678.18,508.0,test,2019-12-13,98,ALL
429.16,491.0,test,2019-12-14,98,ALL
671.19,489.0,test,2019-12-16,98,ALL
275.0,284.0,test,2019-12-17,98,ALL
291.97,573.0,test,2019-12-18,98,ALL
390.55,408.0,test,2019-12-19,98,ALL
565.51,538.0,test,2019-12-20,98,ALL
384.365,644.0,test,2019-12-21,98,ALL
351.83,257.0,test,2019-12-26,98,ALL
586.665,344.0,test,2019-12-27,98,ALL
674.155,697.0,test,2019-12-28,98,ALL
530.095,696.0,test,2019-12-30,98,ALL
534.06,841.0,test,2020-01-02,98,ALL
425.875,484.0,test,2020-01-03,98,ALL
523.395,114.0,test,2020-01-04,98,ALL
121.35,105.0,test,2020-01-07,98,ALL
570.185,63.0,test,2020-01-09,98,ALL
307.63,400.0,test,2020-01-10,98,ALL
418.79,404.0,test,2020-01-11,98,ALL
1185.0,906.0,test,2020-01-15,98,ALL
518.965,486.0,test,2020-01-16,98,ALL
396.645,476.0,test,2020-01-17,98,ALL
322.485,565.0,test,2020-01-18,98,ALL
734.275,562.0,test,2020-01-20,98,ALL
160.585,203.0,test,2020-01-21,98,ALL
373.485,497.0,test,2020-01-23,98,ALL
409.695,424.0,test,2020-01-24,98,ALL
474.24,365.0,test,2020-01-27,98,ALL
421.665,641.0,test,2020-01-28,98,ALL
1095.83,731.0,test,2020-01-29,98,ALL
434.515,282.0,test,2020-01-30,98,ALL
384.665,324.0,test,2020-01-31,98,ALL
809.525,502.0,test,2020-02-01,98,ALL
460.88,499.0,test,2020-02-03,98,ALL
385.72,399.0,test,2020-02-04,98,ALL
650.71,376.0,test,2020-02-05,98,ALL
572.795,379.0,test,2020-02-06,98,ALL
316.555,416.0,test,2020-02-07,98,ALL
447.065,405.0,test,2020-02-08,98,ALL
475.335,809.0,test,2020-02-10,98,ALL
649.8,349.0,test,2020-02-11,98,ALL
595.43,371.0,test,2020-02-12,98,ALL
372.04,415.0,test,2020-02-13,98,ALL
412.17,546.0,test,2020-02-14,98,ALL
684.875,529.0,test,2020-02-17,98,ALL
401.605,505.0,test,2020-02-18,98,ALL
412.93,596.0,test,2020-02-19,98,ALL
667.135,534.0,test,2020-02-24,98,ALL
594.805,685.0,test,2020-02-25,98,ALL
596.215,710.0,test,2020-02-26,98,ALL
508.0,622.0,test,2020-02-27,98,ALL
580.155,458.0,test,2020-02-28,98,ALL
157.385,148.0,test,2020-02-29,98,ALL
453.795,147.0,test,2020-03-02,98,ALL
569.205,441.0,test,2020-03-03,98,ALL
820.995,489.0,test,2020-03-04,98,ALL
622.01,470.0,test,2020-03-10,98,ALL
465.05,475.0,test,2020-03-13,98,ALL
136.66,152.0,test,2020-03-14,98,ALL
241.095,137.0,test,2020-03-16,98,ALL
322.27,3.0,test,2020-03-17,98,ALL
367.38,90.0,test,2020-03-18,98,ALL
756.795,714.0,test,2020-03-19,98,ALL
647.575,786.0,test,2020-03-20,98,ALL
366.985,588.0,test,2020-03-21,98,ALL
1604.33,1156.0,train,2019-06-05,23,CL_1
1648.78,1314.0,train,2019-06-11,23,CL_1
2731.765,3199.0,train,2019-06-12,23,CL_1
3215.21,3041.0,train,2019-06-13,23,CL_1
3434.025,3474.0,train,2019-06-14,23,CL_1
2025.74,1891.0,train,2019-06-15,23,CL_1
2049.835,1891.0,train,2019-06-17,23,CL_1
2139.04,2127.0,train,2019-06-18,23,CL_1
4027.095,4552.0,train,2019-06-19,23,CL_1
3650.105,4057.0,train,2019-06-20,23,CL_1
3950.225,4415.0,train,2019-06-21,23,CL_1
3572.005,4217.0,train,2019-06-22,23,CL_1
2828.305,3025.0,train,2019-06-25,23,CL_1
2137.49,2083.0,train,2019-07-01,23,CL_1
3017.8,2408.0,train,2019-07-03,23,CL_1
3462.295,3885.0,train,2019-07-10,23,CL_1
3375.705,3194.0,train,2019-07-11,23,CL_1
3842.255,4189.0,train,2019-07-12,23,CL_1
2683.725,3231.0,train,2019-07-15,23,CL_1
2682.685,3097.0,train,2019-07-16,23,CL_1
2583.39,2598.0,train,2019-07-18,23,CL_1
3027.155,2944.0,train,2019-07-19,23,CL_1
1651.235,1678.0,train,2019-07-20,23,CL_1
2161.515,1678.0,train,2019-07-22,23,CL_1
1480.04,956.0,train,2019-07-23,23,CL_1
2348.11,1852.0,train,2019-07-24,23,CL_1
1561.015,1219.0,train,2019-07-25,23,CL_1
2159.485,1563.0,train,2019-07-26,23,CL_1
1854.08,1121.0,train,2019-07-29,23,CL_1
2105.125,1757.0,train,2019-07-30,23,CL_1
3748.065,4449.0,train,2019-07-31,23,CL_1
3134.065,3924.0,train,2019-08-01,23,CL_1
2680.305,2950.0,train,2019-08-03,23,CL_1
2443.91,2288.0,train,2019-08-07,23,CL_1
2110.745,2196.0,train,2019-08-13,23,CL_1
1469.495,1513.0,train,2019-08-16,23,CL_1
1183.45,639.0,train,2019-08-17,23,CL_1
702.265,639.0,train,2019-08-19,23,CL_1
2174.99,1954.0,train,2019-08-20,23,CL_1
2633.605,2694.0,train,2019-08-21,23,CL_1
2473.28,2004.0,train,2019-08-22,23,CL_1
3498.825,3780.0,train,2019-08-23,23,CL_1
1350.215,1213.0,train,2019-09-10,23,CL_1
3112.135,3361.0,train,2019-09-12,23,CL_1
3446.715,3684.0,train,2019-09-18,23,CL_1
2322.54,2561.0,train,2019-09-20,23,CL_1
2394.39,2343.0,train,2019-09-21,23,CL_1
2267.36,2343.0,train,2019-09-23,23,CL_1
1492.13,1586.0,train,2019-09-24,23,CL_1
3429.08,3608.0,train,2019-09-25,23,CL_1
2359.72,2253.0,train,2019-09-26,23,CL_1
2382.21,2301.0,train,2019-09-27,23,CL_1
2155.94,1936.0,train,2019-09-28,23,CL_1
2009.3,1936.0,train,2019-09-30,23,CL_1
1985.53,2217.0,train,2019-10-01,23,CL_1
3343.56,3335.0,train,2019-10-02,23,CL_1
2899.01,2950.0,train,2019-10-03,23,CL_1
3509.58,3908.0,train,2019-10-04,23,CL_1
3089.835,3209.0,train,2019-10-05,23,CL_1
2906.425,3209.0,train,2019-10-07,23,CL_1
2860.26,2944.0,train,2019-10-08,23,CL_1
4214.025,4800.0,train,2019-10-09,23,CL_1
3886.7,4544.0,train,2019-10-10,23,CL_1
3534.915,3874.0,train,2019-10-11,23,CL_1
3201.29,3197.0,train,2019-10-14,23,CL_1
3451.4,3685.0,train,2019-10-15,23,CL_1
4464.86,5076.0,train,2019-10-16,23,CL_1
3749.49,4136.0,train,2019-10-17,23,CL_1
2879.88,2593.0,train,2019-10-18,23,CL_1
3653.155,4229.0,train,2019-10-19,23,CL_1
3682.715,4229.0,train,2019-10-21,23,CL_1
2693.97,2490.0,train,2019-10-22,23,CL_1
1959.13,571.0,train,2019-10-23,23,CL_1
1241.41,307.0,train,2019-10-25,23,CL_1
1160.745,218.0,train,2019-10-26,23,CL_1
3000.22,3026.0,train,2019-10-28,23,CL_1
1769.32,1100.0,train,2019-10-29,23,CL_1
2169.07,1692.0,train,2019-10-30,23,CL_1
1690.525,927.0,train,2019-10-31,23,CL_1
2964.85,2957.0,train,2019-11-02,23,CL_1
2942.265,2957.0,train,2019-11-04,23,CL_1
2567.985,2306.0,train,2019-11-05,23,CL_1
2870.885,3113.0,train,2019-11-06,23,CL_1
2835.89,2765.0,train,2019-11-07,23,CL_1
3302.285,3021.0,train,2019-11-08,23,CL_1
2550.595,2724.0,train,2019-11-09,23,CL_1
2481.95,2241.0,train,2019-11-13,23,CL_1
850.33,150.0,train,2019-11-14,23,CL_1
1090.215,628.0,train,2019-11-15,23,CL_1
1351.325,571.0,train,2019-11-16,23,CL_1
1263.24,571.0,train,2019-11-18,23,CL_1
1954.37,1374.0,train,2019-11-19,23,CL_1
3432.78,3651.0,train,2019-11-20,23,CL_1
3965.895,4749.0,train,2019-11-21,23,CL_1
4385.57,4948.0,train,2019-11-22,23,CL_1
3542.75,3932.0,train,2019-11-23,23,CL_1
3268.54,3932.0,train,2019-11-25,23,CL_1
3266.41,3572.0,train,2019-11-26,23,CL_1
3896.08,4428.0,train,2019-11-27,23,CL_1
3314.04,3288.0,train,2019-11-28,23,CL_1
3514.38,3973.0,train,2019-11-29,23,CL_1
2333.985,2290.0,train,2019-11-30,23,CL_1
2505.83,2290.0,train,2019-12-02,23,CL_1
3434.715,3766.0,train,2019-12-03,23,CL_1
3915.25,4307.0,train,2019-12-04,23,CL_1
2944.8,2500.0,train,2019-12-05,23,CL_1
2566.685,2369.0,train,2019-12-07,23,CL_1
2234.47,2078.0,train,2019-12-12,23,CL_1
3386.855,3436.0,train,2019-12-13,23,CL_1
2335.585,2422.0,train,2019-12-14,23,CL_1
2573.76,2422.0,train,2019-12-16,23,CL_1
2956.09,3059.0,train,2019-12-17,23,CL_1
3916.0,4342.0,train,2019-12-18,23,CL_1
2976.265,2997.0,train,2019-12-19,23,CL_1
3111.86,2955.0,train,2019-12-20,23,CL_1
2205.4,2191.0,train,2019-12-21,23,CL_1
3053.99,3005.0,train,2019-12-26,23,CL_1
3343.81,3800.0,train,2019-12-27,23,CL_1
3065.1,3330.0,train,2019-12-28,23,CL_1
2639.895,3330.0,train,2019-12-30,23,CL_1
2245.855,2340.0,train,2019-12-31,23,CL_1
2891.37,3401.0,train,2020-01-02,23,CL_1
1289.165,1140.0,train,2020-01-03,23,CL_1
801.51,6.0,train,2020-01-04,23,CL_1
739.785,97.0,train,2020-01-07,23,CL_1
1482.215,231.0,train,2020-01-08,23,CL_1
1075.305,487.0,train,2020-01-09,23,CL_1
810.055,226.0,train,2020-01-10,23,CL_1
876.465,139.0,train,2020-01-11,23,CL_1
2230.63,1721.0,train,2020-01-15,23,CL_1
2301.65,1810.0,train,2020-01-16,23,CL_1
2250.32,2669.0,train,2020-01-17,23,CL_1
1942.645,2610.0,train,2020-01-18,23,CL_1
5202.01,4911.0,train,2020-01-20,23,CL_1
3929.63,4900.0,train,2020-01-21,23,CL_1
7270.7,9233.0,train,2020-01-23,23,CL_1
7324.155,9460.0,train,2020-01-24,23,CL_1
6571.74,7963.0,train,2020-01-27,23,CL_1
5229.97,6050.0,train,2020-01-28,23,CL_1
4842.38,5166.0,train,2020-01-29,23,CL_1
3750.5,2916.0,train,2020-01-30,23,CL_1
5020.095,5064.0,train,2020-01-31,23,CL_1
3309.145,3089.0,train,2020-02-01,23,CL_1
3691.2,3089.0,train,2020-02-03,23,CL_1
4120.275,3974.0,train,2020-02-04,23,CL_1
4298.445,4472.0,train,2020-02-05,23,CL_1
4279.805,4286.0,train,2020-02-06,23,CL_1
4185.45,4725.0,train,2020-02-07,23,CL_1
2831.17,3004.0,train,2020-02-08,23,CL_1
2810.815,2582.0,train,2020-02-10,23,CL_1
3589.675,3543.0,train,2020-02-11,23,CL_1
5049.03,5526.0,train,2020-02-12,23,CL_1
3199.57,2944.0,train,2020-02-13,23,CL_1
2394.94,1329.0,train,2020-02-14,23,CL_1
1349.475,898.0,train,2020-02-17,23,CL_1
2071.965,1041.0,train,2020-02-18,23,CL_1
3807.08,3441.0,train,2020-02-19,23,CL_1
2675.515,2829.0,train,2020-02-24,23,CL_1
3897.97,4927.0,train,2020-02-25,23,CL_1
4607.605,5344.0,train,2020-02-26,23,CL_1
3360.655,3391.0,train,2020-02-27,23,CL_1
2497.675,3033.0,train,2020-02-28,23,CL_1
1301.075,738.0,train,2020-02-29,23,CL_1
1431.83,738.0,train,2020-03-02,23,CL_1
2550.08,2188.0,train,2020-03-03,23,CL_1
4130.445,4118.0,train,2020-03-04,23,CL_1
2360.25,2430.0,train,2020-03-10,23,CL_1
1677.26,796.0,train,2020-03-13,23,CL_1
181.5,47.0,train,2020-03-14,23,CL_1
2295.59,2553.0,train,2020-03-16,23,CL_1
1802.37,1570.0,train,2020-03-17,23,CL_1
2848.575,2976.0,train,2020-03-19,23,CL_1
3697.7,4404.0,train,2020-03-20,23,CL_1
3314.03,4756.0,train,2020-03-21,23,CL_1
618.765,581.0,train,2019-06-05,75,CL_1
365.81,329.0,train,2019-06-11,75,CL_1
936.86,1046.0,train,2019-06-12,75,CL_1
870.175,833.0,train,2019-06-13,75,CL_1
993.21,911.0,train,2019-06-14,75,CL_1
1303.325,1318.0,train,2019-06-15,75,CL_1
1353.94,1318.0,train,2019-06-17,75,CL_1
697.165,736.0,train,2019-06-18,75,CL_1
849.04,852.0,train,2019-06-19,75,CL_1
1112.555,1017.0,train,2019-06-20,75,CL_1
566.645,407.0,train,2019-06-21,75,CL_1
1076.545,1008.0,train,2019-06-22,75,CL_1
726.495,756.0,train,2019-06-25,75,CL_1
1092.365,1182.0,train,2019-07-03,75,CL_1
888.34,940.0,train,2019-07-10,75,CL_1
748.315,765.0,train,2019-07-11,75,CL_1
843.845,852.0,train,2019-07-12,75,CL_1
767.86,872.0,train,2019-07-15,75,CL_1
722.275,785.0,train,2019-07-16,75,CL_1
835.595,882.0,train,2019-07-18,75,CL_1
812.42,765.0,train,2019-07-19,75,CL_1
