fecha,y_pred,y_real,type,producto,modelo,stockmin,stockmean,stockmax,udsventa,udsstock,precio
2019-10-28,75.555,72.0,ALL,84,ALL,55.0,72.5,90.0,297.0,90,4.03
2019-10-29,41.125,37.0,ALL,84,ALL,28.0,37.0,46.0,150.0,46,4.03
2019-10-31,549.845,649.0,ALL,84,ALL,494.0,649.0,804.0,76.0,804,4.03
2019-11-02,179.01,231.0,ALL,84,ALL,176.0,231.0,286.0,76.0,286,4.03
2019-11-04,229.84,231.0,ALL,84,ALL,176.0,231.0,286.0,221.0,286,4.03
2019-11-05,130.315,145.0,ALL,84,ALL,111.0,145.5,180.0,254.0,180,4.03
2019-11-06,315.29,292.0,ALL,84,ALL,223.0,292.5,362.0,250.0,362,4.03
2019-11-07,241.42,150.0,ALL,84,ALL,114.0,150.0,186.0,296.0,186,4.03
2019-11-13,142.1,51.0,ALL,84,ALL,39.0,51.5,64.0,209.0,64,4.03
2019-11-14,221.265,232.0,ALL,84,ALL,177.0,232.5,288.0,232.0,288,4.03
2019-11-16,115.35,56.0,ALL,84,ALL,43.0,56.5,70.0,178.0,70,4.03
2019-11-19,373.33,468.0,ALL,84,ALL,357.0,468.5,580.0,250.0,580,4.03
2019-11-20,291.43,311.0,ALL,84,ALL,237.0,311.5,386.0,250.0,386,4.03
2019-11-21,297.77,292.0,ALL,84,ALL,223.0,292.5,362.0,266.0,362,4.03
2019-11-23,46.34,27.0,ALL,84,ALL,21.0,27.5,34.0,45.0,34,4.03
2019-11-25,393.78,355.0,ALL,84,ALL,271.0,355.5,440.0,135.0,440,4.03
2019-11-26,274.87,221.0,ALL,84,ALL,169.0,221.5,274.0,205.0,274,4.03
2019-11-27,241.79,244.0,ALL,84,ALL,186.0,244.0,302.0,241.0,302,4.03
2019-11-28,197.01,160.0,ALL,84,ALL,122.0,160.0,198.0,291.0,198,4.03
2019-11-29,125.73,106.0,ALL,84,ALL,81.0,106.5,132.0,170.0,132,4.03
2019-12-03,259.54,200.0,ALL,84,ALL,153.0,200.5,248.0,439.0,248,4.03
2019-12-04,146.615,92.0,ALL,84,ALL,70.0,92.0,114.0,255.0,114,4.03
2019-12-07,86.145,95.0,ALL,84,ALL,73.0,95.5,118.0,95.0,118,4.03
2019-12-12,214.91,240.0,ALL,84,ALL,183.0,240.5,298.0,285.0,298,4.03
2019-12-13,241.33,268.0,ALL,84,ALL,204.0,268.0,332.0,416.0,332,4.03
2019-12-14,106.73,101.0,ALL,84,ALL,77.0,101.5,126.0,62.0,126,4.03
2019-12-16,79.02,19.0,ALL,84,ALL,15.0,19.5,24.0,156.0,24,4.03
2019-12-17,164.315,182.0,ALL,84,ALL,139.0,182.5,226.0,230.0,226,4.03
2019-12-18,225.29,268.0,ALL,84,ALL,204.0,268.0,332.0,250.0,332,4.03
2019-12-19,215.675,161.0,ALL,84,ALL,123.0,161.5,200.0,238.0,200,4.03
2019-12-20,213.62,245.0,ALL,84,ALL,187.0,245.5,304.0,0.0,304,4.03
2019-12-27,603.12,730.0,ALL,84,ALL,556.0,730.0,904.0,300.0,904,4.03
2019-12-30,177.89,223.0,ALL,84,ALL,170.0,223.0,276.0,209.0,276,4.03
2019-12-31,60.3,9.0,ALL,84,ALL,7.0,9.5,12.0,354.0,12,4.03
2020-01-02,111.44,113.0,ALL,84,ALL,86.0,113.0,140.0,266.0,140,4.03
2020-01-03,232.795,169.0,ALL,84,ALL,129.0,169.5,210.0,206.0,210,4.03
2020-01-08,196.795,166.0,ALL,84,ALL,127.0,166.5,206.0,319.0,206,4.03
2020-01-09,167.83,208.0,ALL,84,ALL,159.0,208.5,258.0,280.0,258,4.03
2020-01-10,231.65,194.0,ALL,84,ALL,148.0,194.0,240.0,226.0,240,4.03
2020-01-15,108.21,82.0,ALL,84,ALL,63.0,82.5,102.0,168.0,102,4.03
2020-01-16,117.145,129.0,ALL,84,ALL,98.0,129.0,160.0,477.0,160,4.03
2020-01-17,306.115,374.0,ALL,84,ALL,285.0,374.5,464.0,284.0,464,4.03
2020-01-18,1.445,1.0,ALL,84,ALL,1.0,1.5,2.0,49.0,2,4.03
2020-01-20,83.465,82.0,ALL,84,ALL,63.0,82.5,102.0,184.0,102,4.03
2020-01-21,31.065,32.0,ALL,84,ALL,25.0,32.5,40.0,209.0,40,4.03
2020-01-23,292.37,362.0,ALL,84,ALL,276.0,362.0,448.0,311.0,448,4.03
2020-01-24,150.765,81.0,ALL,84,ALL,62.0,81.0,100.0,209.0,100,4.03
2020-01-27,93.785,101.0,ALL,84,ALL,77.0,101.5,126.0,265.0,126,4.03
2020-01-28,127.24,140.0,ALL,84,ALL,107.0,140.5,174.0,623.0,174,4.03
2020-01-29,77.975,77.0,ALL,84,ALL,59.0,77.5,96.0,383.0,96,4.03
2020-01-31,111.365,61.0,ALL,84,ALL,47.0,61.5,76.0,387.0,76,4.03
2020-02-01,4.665,6.0,ALL,84,ALL,5.0,6.5,8.0,274.0,8,4.03
2020-02-04,122.595,118.0,ALL,84,ALL,90.0,118.0,146.0,412.0,146,4.03
2020-02-05,67.4,50.0,ALL,84,ALL,38.0,50.0,62.0,290.0,62,4.03
2020-02-06,94.77,56.0,ALL,84,ALL,43.0,56.5,70.0,369.0,70,4.03
2020-02-07,40.625,18.0,ALL,84,ALL,14.0,18.0,22.0,164.0,22,4.03
2020-02-10,77.265,77.0,ALL,84,ALL,59.0,77.5,96.0,183.0,96,4.03
2020-02-11,61.635,30.0,ALL,84,ALL,23.0,30.5,38.0,180.0,38,4.03
2020-02-12,35.46,35.0,ALL,84,ALL,27.0,35.5,44.0,242.0,44,4.03
2020-02-13,38.67,18.0,ALL,84,ALL,14.0,18.0,22.0,330.0,22,4.03
2020-02-18,167.5,152.0,ALL,84,ALL,116.0,152.0,188.0,234.0,188,4.03
2020-02-19,95.575,103.0,ALL,84,ALL,79.0,103.5,128.0,238.0,128,4.03
2020-02-25,53.36,42.0,ALL,84,ALL,32.0,42.0,52.0,184.0,52,4.03
2020-02-26,258.155,305.0,ALL,84,ALL,232.0,305.0,378.0,270.0,378,4.03
2020-02-29,15.365,14.0,ALL,84,ALL,11.0,14.5,18.0,145.0,18,4.03
2020-03-03,78.34,56.0,ALL,84,ALL,43.0,56.5,70.0,222.0,70,4.03
2020-03-04,74.015,34.0,ALL,84,ALL,26.0,34.0,42.0,292.0,42,4.03
2020-03-10,48.665,47.0,ALL,84,ALL,36.0,47.0,58.0,236.0,58,4.03
2020-03-13,5.965,6.0,ALL,84,ALL,5.0,6.5,8.0,225.0,8,4.03
2020-03-14,8.29,6.0,ALL,84,ALL,5.0,6.5,8.0,758.0,8,4.03
2020-03-17,235.535,290.0,ALL,84,ALL,221.0,290.5,360.0,691.0,360,4.03
2020-03-18,722.53,930.0,ALL,84,ALL,708.0,930.0,1152.0,756.0,1152,4.03
2020-03-19,126.915,114.0,ALL,84,ALL,87.0,114.5,142.0,589.0,142,4.03
2020-03-20,7.225,8.0,ALL,84,ALL,6.0,8.0,10.0,316.0,10,4.03
2020-03-21,9.285,11.0,ALL,84,ALL,9.0,11.5,14.0,997.0,14,4.03
2019-06-05,434.335,428.0,ALL,87,ALL,326.0,428.0,530.0,595.0,530,5.22
2019-06-11,343.575,294.0,ALL,87,ALL,224.0,294.0,364.0,387.0,364,5.22
2019-06-12,617.785,670.0,ALL,87,ALL,510.0,670.0,830.0,421.0,830,5.22
2019-06-13,662.115,605.0,ALL,87,ALL,461.0,605.5,750.0,286.0,750,5.22
2019-06-14,928.185,861.0,ALL,87,ALL,656.0,861.0,1066.0,616.0,1066,5.22
2019-06-15,751.575,718.0,ALL,87,ALL,547.0,718.5,890.0,18.0,890,5.22
2019-06-17,727.49,718.0,ALL,87,ALL,547.0,718.5,890.0,506.0,890,5.22
2019-06-18,532.035,483.0,ALL,87,ALL,368.0,483.0,598.0,428.0,598,5.22
2019-06-19,393.7,271.0,ALL,87,ALL,207.0,271.5,336.0,535.0,336,5.22
2019-06-20,132.16,14.0,ALL,87,ALL,11.0,14.5,18.0,260.0,18,5.22
2019-06-21,282.565,271.0,ALL,87,ALL,207.0,271.5,336.0,525.0,336,5.22
2019-06-22,378.55,387.0,ALL,87,ALL,295.0,387.5,480.0,22.0,480,5.22
2019-06-25,514.595,536.0,ALL,87,ALL,408.0,536.0,664.0,394.0,664,5.22
2019-07-01,182.045,127.0,ALL,87,ALL,97.0,127.5,158.0,493.0,158,5.22
2019-07-03,297.88,287.0,ALL,87,ALL,219.0,287.5,356.0,146.0,356,5.22
2019-07-10,321.01,347.0,ALL,87,ALL,264.0,347.0,430.0,519.0,430,5.22
2019-07-11,214.07,261.0,ALL,87,ALL,199.0,261.5,324.0,290.0,324,5.22
2019-07-12,307.42,341.0,ALL,87,ALL,260.0,341.0,422.0,541.0,422,5.22
2019-07-15,467.765,487.0,ALL,87,ALL,371.0,487.5,604.0,544.0,604,5.22
2019-07-16,437.805,428.0,ALL,87,ALL,326.0,428.0,530.0,435.0,530,5.22
2019-07-18,428.915,458.0,ALL,87,ALL,349.0,458.5,568.0,249.0,568,5.22
2019-07-19,670.17,788.0,ALL,87,ALL,600.0,788.0,976.0,512.0,976,5.22
2019-07-20,811.695,744.0,ALL,87,ALL,567.0,744.5,922.0,0.0,922,5.22
2019-07-22,747.46,744.0,ALL,87,ALL,567.0,744.5,922.0,478.0,922,5.22
2019-07-23,561.775,536.0,ALL,87,ALL,408.0,536.0,664.0,361.0,664,5.22
2019-07-24,540.92,573.0,ALL,87,ALL,437.0,573.5,710.0,366.0,710,5.22
2019-07-25,446.41,418.0,ALL,87,ALL,319.0,418.5,518.0,248.0,518,5.22
2019-07-26,463.82,415.0,ALL,87,ALL,316.0,415.0,514.0,542.0,514,5.22
2019-07-29,277.215,263.0,ALL,87,ALL,200.0,263.0,326.0,507.0,326,5.22
2019-07-30,265.83,200.0,ALL,87,ALL,153.0,200.5,248.0,63.0,248,5.22
2019-07-31,279.235,229.0,ALL,87,ALL,175.0,229.5,284.0,0.0,284,5.22
2019-08-01,143.17,72.0,ALL,87,ALL,55.0,72.5,90.0,0.0,90,5.22
2019-08-03,420.51,341.0,ALL,87,ALL,260.0,341.0,422.0,0.0,422,5.22
2019-08-07,391.82,391.0,ALL,87,ALL,298.0,391.0,484.0,364.0,484,5.22
2019-08-13,178.335,139.0,ALL,87,ALL,106.0,139.0,172.0,306.0,172,5.22
2019-08-16,308.925,313.0,ALL,87,ALL,239.0,313.5,388.0,442.0,388,5.22
2019-08-17,124.18,32.0,ALL,87,ALL,25.0,32.5,40.0,0.0,40,5.22
2019-08-19,54.07,32.0,ALL,87,ALL,25.0,32.5,40.0,282.0,40,5.22
2019-08-20,452.48,610.0,ALL,87,ALL,465.0,610.5,756.0,409.0,756,5.22
2019-08-21,407.76,347.0,ALL,87,ALL,264.0,347.0,430.0,380.0,430,5.22
2019-08-23,246.685,174.0,ALL,87,ALL,133.0,174.5,216.0,453.0,216,5.22
2019-09-10,370.455,334.0,ALL,87,ALL,255.0,334.5,414.0,375.0,414,5.22
2019-09-14,640.765,636.0,ALL,87,ALL,485.0,636.5,788.0,0.0,788,5.22
2019-09-18,239.235,252.0,ALL,87,ALL,192.0,252.0,312.0,469.0,312,5.22
2019-09-21,274.335,129.0,ALL,87,ALL,98.0,129.0,160.0,0.0,160,5.22
2019-09-23,133.17,129.0,ALL,87,ALL,98.0,129.0,160.0,478.0,160,5.22
2019-09-24,229.68,213.0,ALL,87,ALL,162.0,213.0,264.0,452.0,264,5.22
2019-09-25,246.43,223.0,ALL,87,ALL,170.0,223.0,276.0,405.0,276,5.22
2019-09-26,315.75,331.0,ALL,87,ALL,252.0,331.0,410.0,270.0,410,5.22
2019-09-27,448.845,458.0,ALL,87,ALL,349.0,458.5,568.0,543.0,568,5.22
2019-09-28,462.7,502.0,ALL,87,ALL,383.0,502.5,622.0,0.0,622,5.22
2019-09-30,488.08,502.0,ALL,87,ALL,383.0,502.5,622.0,499.0,622,5.22
2019-10-01,88.135,1.0,ALL,87,ALL,1.0,1.5,2.0,526.0,2,5.22
2019-10-02,164.58,137.0,ALL,87,ALL,105.0,137.5,170.0,444.0,170,5.22
2019-10-03,127.83,56.0,ALL,87,ALL,43.0,56.5,70.0,451.0,70,5.22
2019-10-04,105.39,84.0,ALL,87,ALL,64.0,84.0,104.0,562.0,104,5.22
2019-10-05,130.93,132.0,ALL,87,ALL,101.0,132.5,164.0,0.0,164,5.22
2019-10-07,153.175,132.0,ALL,87,ALL,101.0,132.5,164.0,658.0,164,5.22
2019-10-08,77.255,19.0,ALL,87,ALL,15.0,19.5,24.0,323.0,24,5.22
2019-10-09,235.09,281.0,ALL,87,ALL,214.0,281.0,348.0,478.0,348,5.22
2019-10-10,384.585,429.0,ALL,87,ALL,327.0,429.5,532.0,356.0,532,5.22
2019-10-11,278.935,223.0,ALL,87,ALL,170.0,223.0,276.0,359.0,276,5.22
2019-10-14,632.77,636.0,ALL,87,ALL,485.0,636.5,788.0,521.0,788,5.22
2019-10-15,722.165,903.0,ALL,87,ALL,688.0,903.0,1118.0,452.0,1118,5.22
2019-10-16,517.895,502.0,ALL,87,ALL,383.0,502.5,622.0,527.0,622,5.22
2019-10-17,175.06,100.0,ALL,87,ALL,76.0,100.0,124.0,462.0,124,5.22
2019-10-19,422.125,463.0,ALL,87,ALL,353.0,463.5,574.0,0.0,574,5.22
2019-10-21,453.04,463.0,ALL,87,ALL,353.0,463.5,574.0,528.0,574,5.22
2019-10-22,702.165,877.0,ALL,87,ALL,668.0,877.0,1086.0,462.0,1086,5.22
2019-10-23,432.735,379.0,ALL,87,ALL,289.0,379.5,470.0,471.0,470,5.22
2019-10-24,216.48,163.0,ALL,87,ALL,124.0,163.0,202.0,300.0,202,5.22
2019-10-25,379.76,412.0,ALL,87,ALL,314.0,412.0,510.0,539.0,510,5.22
2019-10-26,430.815,428.0,ALL,87,ALL,326.0,428.0,530.0,55.0,530,5.22
2019-10-28,459.475,428.0,ALL,87,ALL,326.0,428.0,530.0,548.0,530,5.22
2019-10-29,470.77,334.0,ALL,87,ALL,255.0,334.5,414.0,516.0,414,5.22
2019-10-30,277.535,153.0,ALL,87,ALL,117.0,153.5,190.0,533.0,190,5.22
2019-11-02,234.97,210.0,ALL,87,ALL,160.0,210.0,260.0,0.0,260,5.22
2019-11-04,222.32,210.0,ALL,87,ALL,160.0,210.0,260.0,622.0,260,5.22
2019-11-06,267.085,194.0,ALL,87,ALL,148.0,194.0,240.0,419.0,240,5.22
2019-11-07,351.84,445.0,ALL,87,ALL,339.0,445.5,552.0,377.0,552,5.22
2019-11-08,533.065,575.0,ALL,87,ALL,438.0,575.0,712.0,690.0,712,5.22
2019-11-09,405.405,323.0,ALL,87,ALL,246.0,323.0,400.0,30.0,400,5.22
2019-11-13,316.135,353.0,ALL,87,ALL,269.0,353.5,438.0,413.0,438,5.22
2019-11-14,351.865,331.0,ALL,87,ALL,252.0,331.0,410.0,343.0,410,5.22
2019-11-15,461.36,452.0,ALL,87,ALL,344.0,452.0,560.0,555.0,560,5.22
2019-11-16,421.955,483.0,ALL,87,ALL,368.0,483.0,598.0,22.0,598,5.22
2019-11-18,456.87,483.0,ALL,87,ALL,368.0,483.0,598.0,639.0,598,5.22
2019-11-19,261.64,248.0,ALL,87,ALL,189.0,248.5,308.0,499.0,308,5.22
2019-11-20,157.82,76.0,ALL,87,ALL,58.0,76.0,94.0,492.0,94,5.22
2019-11-21,228.135,234.0,ALL,87,ALL,178.0,234.0,290.0,330.0,290,5.22
2019-11-22,544.2,580.0,ALL,87,ALL,442.0,580.0,718.0,638.0,718,5.22
2019-11-23,424.93,424.0,ALL,87,ALL,323.0,424.5,526.0,0.0,526,5.22
2019-11-25,420.035,424.0,ALL,87,ALL,323.0,424.5,526.0,599.0,526,5.22
2019-11-26,291.125,255.0,ALL,87,ALL,194.0,255.0,316.0,453.0,316,5.22
2019-11-27,120.105,76.0,ALL,87,ALL,58.0,76.0,94.0,526.0,94,5.22
2019-11-28,167.38,156.0,ALL,87,ALL,119.0,156.5,194.0,384.0,194,5.22
2019-11-29,282.895,211.0,ALL,87,ALL,161.0,211.5,262.0,554.0,262,5.22
2019-11-30,360.04,358.0,ALL,87,ALL,273.0,358.5,444.0,23.0,444,5.22
2019-12-02,359.065,358.0,ALL,87,ALL,273.0,358.5,444.0,568.0,444,5.22
2019-12-03,474.32,513.0,ALL,87,ALL,391.0,513.5,636.0,397.0,636,5.22
2019-12-04,435.295,500.0,ALL,87,ALL,381.0,500.5,620.0,516.0,620,5.22
2019-12-05,442.86,513.0,ALL,87,ALL,391.0,513.5,636.0,415.0,636,5.22
2019-12-07,788.17,867.0,ALL,87,ALL,661.0,867.5,1074.0,0.0,1074,5.22
2019-12-12,470.43,523.0,ALL,87,ALL,399.0,523.5,648.0,258.0,648,5.22
2019-12-13,395.015,378.0,ALL,87,ALL,288.0,378.0,468.0,584.0,468,5.22
2019-12-14,350.535,208.0,ALL,87,ALL,159.0,208.5,258.0,0.0,258,5.22
2019-12-16,227.355,208.0,ALL,87,ALL,159.0,208.5,258.0,528.0,258,5.22
2019-12-17,381.61,394.0,ALL,87,ALL,300.0,394.0,488.0,377.0,488,5.22
2019-12-18,571.605,594.0,ALL,87,ALL,453.0,594.5,736.0,357.0,736,5.22
2019-12-19,514.77,489.0,ALL,87,ALL,373.0,489.5,606.0,212.0,606,5.22
2019-12-20,671.57,815.0,ALL,87,ALL,621.0,815.5,1010.0,337.0,1010,5.22
2019-12-21,813.98,848.0,ALL,87,ALL,646.0,848.0,1050.0,11.0,1050,5.22
2019-12-26,595.815,583.0,ALL,87,ALL,444.0,583.0,722.0,217.0,722,5.22
2019-12-27,858.93,949.0,ALL,87,ALL,723.0,949.5,1176.0,386.0,1176,5.22
2019-12-28,866.35,962.0,ALL,87,ALL,733.0,962.5,1192.0,0.0,1192,5.22
2019-12-30,931.325,962.0,ALL,87,ALL,733.0,962.5,1192.0,532.0,1192,5.22
2019-12-31,659.23,612.0,ALL,87,ALL,466.0,612.0,758.0,220.0,758,5.22
2020-01-02,375.585,363.0,ALL,87,ALL,277.0,363.5,450.0,309.0,450,5.22
2020-01-03,482.315,413.0,ALL,87,ALL,315.0,413.5,512.0,756.0,512,5.22
2020-01-04,374.36,197.0,ALL,87,ALL,150.0,197.0,244.0,8.0,244,5.22
2020-01-07,263.975,194.0,ALL,87,ALL,148.0,194.0,240.0,599.0,240,5.22
2020-01-08,250.14,98.0,ALL,87,ALL,75.0,98.5,122.0,504.0,122,5.22
2020-01-09,328.66,342.0,ALL,87,ALL,261.0,342.5,424.0,558.0,424,5.22
2020-01-10,261.885,110.0,ALL,87,ALL,84.0,110.0,136.0,730.0,136,5.22
2020-01-15,262.74,286.0,ALL,87,ALL,218.0,286.0,354.0,388.0,354,5.22
2020-01-16,449.095,515.0,ALL,87,ALL,392.0,515.0,638.0,333.0,638,5.22
2020-01-17,491.665,478.0,ALL,87,ALL,364.0,478.0,592.0,655.0,592,5.22
2020-01-18,221.455,236.0,ALL,87,ALL,180.0,236.0,292.0,0.0,292,5.22
2020-01-20,268.26,236.0,ALL,87,ALL,180.0,236.0,292.0,690.0,292,5.22
2020-01-21,283.56,245.0,ALL,87,ALL,187.0,245.5,304.0,338.0,304,5.22
2020-01-23,515.075,588.0,ALL,87,ALL,448.0,588.0,728.0,284.0,728,5.22
2020-01-24,516.775,576.0,ALL,87,ALL,439.0,576.5,714.0,581.0,714,5.22
2020-01-28,221.665,190.0,ALL,87,ALL,145.0,190.5,236.0,442.0,236,5.22
2020-01-29,516.74,576.0,ALL,87,ALL,439.0,576.5,714.0,362.0,714,5.22
2020-01-30,259.535,100.0,ALL,87,ALL,76.0,100.0,124.0,314.0,124,5.22
2020-01-31,265.09,229.0,ALL,87,ALL,175.0,229.5,284.0,635.0,284,5.22
2020-02-01,329.59,381.0,ALL,87,ALL,290.0,381.0,472.0,28.0,472,5.22
2020-02-03,368.09,381.0,ALL,87,ALL,290.0,381.0,472.0,538.0,472,5.22
2020-02-04,91.935,21.0,ALL,87,ALL,16.0,21.0,26.0,418.0,26,5.22
2020-02-05,360.175,378.0,ALL,87,ALL,288.0,378.0,468.0,487.0,468,5.22
2020-02-06,250.655,145.0,ALL,87,ALL,111.0,145.5,180.0,277.0,180,5.22
2020-02-07,222.275,213.0,ALL,87,ALL,162.0,213.0,264.0,658.0,264,5.22
2020-02-08,308.275,313.0,ALL,87,ALL,239.0,313.5,388.0,19.0,388,5.22
2020-02-10,231.355,184.0,ALL,87,ALL,140.0,184.0,228.0,608.0,228,5.22
2020-02-11,124.76,122.0,ALL,87,ALL,93.0,122.5,152.0,435.0,152,5.22
2020-02-12,226.835,194.0,ALL,87,ALL,148.0,194.0,240.0,477.0,240,5.22
2020-02-13,72.48,32.0,ALL,87,ALL,25.0,32.5,40.0,279.0,40,5.22
2020-02-14,204.535,244.0,ALL,87,ALL,186.0,244.0,302.0,597.0,302,5.22
2020-02-17,174.33,161.0,ALL,87,ALL,123.0,161.5,200.0,484.0,200,5.22
2020-02-18,187.84,223.0,ALL,87,ALL,170.0,223.0,276.0,515.0,276,5.22
2020-02-19,316.27,344.0,ALL,87,ALL,262.0,344.0,426.0,510.0,426,5.22
2020-02-24,394.635,386.0,ALL,87,ALL,294.0,386.0,478.0,763.0,478,5.22
2020-02-25,86.085,6.0,ALL,87,ALL,5.0,6.5,8.0,473.0,8,5.22
2020-02-26,43.73,1.0,ALL,87,ALL,1.0,1.5,2.0,523.0,2,5.22
2020-02-27,64.485,76.0,ALL,87,ALL,58.0,76.0,94.0,293.0,94,5.22
2020-02-28,266.88,344.0,ALL,87,ALL,262.0,344.0,426.0,638.0,426,5.22
2020-02-29,258.335,269.0,ALL,87,ALL,205.0,269.5,334.0,33.0,334,5.22
2020-03-02,259.43,269.0,ALL,87,ALL,205.0,269.5,334.0,570.0,334,5.22
2020-03-03,351.885,384.0,ALL,87,ALL,293.0,384.5,476.0,460.0,476,5.22
2020-03-04,212.67,184.0,ALL,87,ALL,140.0,184.0,228.0,496.0,228,5.22
2020-03-10,423.4,492.0,ALL,87,ALL,375.0,492.5,610.0,375.0,610,5.22
2020-03-13,718.12,888.0,ALL,87,ALL,677.0,888.5,1100.0,918.0,1100,5.22
2020-03-14,261.675,221.0,ALL,87,ALL,169.0,221.5,274.0,94.0,274,5.22
2020-03-16,387.89,384.0,ALL,87,ALL,293.0,384.5,476.0,616.0,476,5.22
2020-03-17,466.02,462.0,ALL,87,ALL,352.0,462.0,572.0,851.0,572,5.22
2020-03-18,427.915,452.0,ALL,87,ALL,344.0,452.0,560.0,335.0,560,5.22
2020-03-19,990.935,1132.0,ALL,87,ALL,862.0,1132.0,1402.0,924.0,1402,5.22
2020-03-20,710.39,607.0,ALL,87,ALL,462.0,607.0,752.0,334.0,752,5.22
2020-03-21,744.545,840.0,ALL,87,ALL,640.0,840.0,1040.0,24.0,1040,5.22
2019-06-05,19.93,14.0,ALL,88,ALL,11.0,14.5,18.0,124.0,18,3.78
2019-06-11,83.715,60.0,ALL,88,ALL,46.0,60.0,74.0,179.0,74,3.78
2019-06-12,251.895,311.0,ALL,88,ALL,237.0,311.5,386.0,214.0,386,3.78
2019-06-13,36.53,30.0,ALL,88,ALL,23.0,30.5,38.0,393.0,38,3.78
2019-06-14,81.2,77.0,ALL,88,ALL,59.0,77.5,96.0,506.0,96,3.78
2019-06-15,80.21,71.0,ALL,88,ALL,54.0,71.0,88.0,0.0,88,3.78
2019-06-17,74.045,71.0,ALL,88,ALL,54.0,71.0,88.0,150.0,88,3.78
2019-06-18,190.31,184.0,ALL,88,ALL,140.0,184.0,228.0,150.0,228,3.78
2019-06-19,80.435,39.0,ALL,88,ALL,30.0,39.0,48.0,270.0,48,3.78
2019-06-20,35.8,32.0,ALL,88,ALL,25.0,32.5,40.0,327.0,40,3.78
2019-06-21,41.725,35.0,ALL,88,ALL,27.0,35.5,44.0,125.0,44,3.78
2019-06-22,29.965,26.0,ALL,88,ALL,20.0,26.0,32.0,0.0,32,3.78
2019-06-25,73.3,77.0,ALL,88,ALL,59.0,77.5,96.0,118.0,96,3.78
2019-07-01,34.37,35.0,ALL,88,ALL,27.0,35.5,44.0,154.0,44,3.78
2019-07-03,55.93,39.0,ALL,88,ALL,30.0,39.0,48.0,0.0,48,3.78
2019-07-10,307.075,378.0,ALL,88,ALL,288.0,378.0,468.0,265.0,468,3.78
2019-07-11,338.29,339.0,ALL,88,ALL,258.0,339.0,420.0,239.0,420,3.78
2019-07-12,25.665,24.0,ALL,88,ALL,18.0,24.0,30.0,504.0,30,3.78
2019-07-15,26.8,26.0,ALL,88,ALL,20.0,26.0,32.0,147.0,32,3.78
2019-07-16,71.8,79.0,ALL,88,ALL,60.0,79.0,98.0,105.0,98,3.78
2019-07-18,319.56,339.0,ALL,88,ALL,258.0,339.0,420.0,237.0,420,3.78
2019-07-20,36.845,35.0,ALL,88,ALL,27.0,35.5,44.0,0.0,44,3.78
2019-07-22,37.275,35.0,ALL,88,ALL,27.0,35.5,44.0,243.0,44,3.78
2019-07-23,67.335,64.0,ALL,88,ALL,49.0,64.5,80.0,241.0,80,3.78
2019-07-24,135.06,69.0,ALL,88,ALL,53.0,69.5,86.0,273.0,86,3.78
2019-07-25,100.04,60.0,ALL,88,ALL,46.0,60.0,74.0,185.0,74,3.78
2019-07-26,52.04,53.0,ALL,88,ALL,41.0,53.5,66.0,295.0,66,3.78
2019-07-29,51.915,53.0,ALL,88,ALL,41.0,53.5,66.0,215.0,66,3.78
2019-07-30,72.535,66.0,ALL,88,ALL,50.0,66.0,82.0,0.0,82,3.78
2019-07-31,39.0,39.0,ALL,88,ALL,30.0,39.0,48.0,0.0,48,3.78
2019-08-01,46.955,29.0,ALL,88,ALL,22.0,29.0,36.0,0.0,36,3.78
