id,iniciopromo,finpromo,semanainicio,semanafin,producto,preciotarifa,preciopromocion,cantidad,tipopromo,ahorro
4,2015-12-09,2016-01-03,50,1,88,3.6105,3.5805,,,0.03000000000000025
40,2015-12-28,2016-01-10,53,2,44,3.6105,3.5805,,,0.03000000000000025
30,2015-12-28,2016-01-16,53,3,57,3.4626,3.1434,,,0.31919999999999993
43,2015-12-30,2016-01-09,53,2,87,4.959,5.022,,,-0.06300000000000061
27,2015-12-30,2016-01-30,53,5,19,4.39176,4.458419999999999,,,-0.06665999999999972
44,2015-12-30,2016-01-09,53,2,70,4.176,4.185,,,-0.008999999999999453
11,2016-01-04,2016-01-08,2,2,46,4.03941,3.9190199999999997,,,0.12039000000000044
12,2016-01-04,2016-01-08,2,2,46,4.03941,3.9190199999999997,,,0.12039000000000044
13,2016-01-04,2016-01-08,2,2,46,4.03941,3.9190199999999997,,,0.12039000000000044
14,2016-01-04,2016-01-08,2,2,46,4.03941,3.9190199999999997,,,0.12039000000000044
37,2016-01-05,2016-01-25,2,5,50,5.6898,5.59395,,,0.09584999999999955
38,2016-01-05,2016-01-25,2,5,50,5.6898,5.59395,,,0.09584999999999955
39,2016-01-05,2016-01-25,2,5,50,5.6898,5.59395,,,0.09584999999999955
17,2016-01-05,2016-01-15,2,3,32,4.263,4.185,,,0.07800000000000029
18,2016-01-05,2016-01-15,2,3,32,4.263,4.185,,,0.07800000000000029
16,2016-01-05,2016-01-15,2,3,32,4.263,4.185,,,0.07800000000000029
15,2016-01-05,2016-01-15,2,3,32,4.263,4.185,,,0.07800000000000029
47,2016-01-11,2016-01-16,3,3,94,3.6975,3.6735,,,0.023999999999999577
60,2016-01-11,2016-01-18,3,4,59,4.9938,4.8081,,,0.18570000000000064
63,2016-01-11,2016-01-16,3,3,70,4.176,4.185,,,-0.008999999999999453
61,2016-01-11,2016-01-18,3,4,67,4.3935,4.2315,,,0.1620000000000008
62,2016-01-11,2016-01-16,3,3,71,3.6105,3.5805,,,0.03000000000000025
19,2016-01-13,2016-01-22,3,4,30,4.3935,4.4175,,,-0.02400000000000002
22,2016-01-13,2016-01-22,3,4,30,4.3935,4.4175,,,-0.02400000000000002
21,2016-01-13,2016-01-22,3,4,30,4.3935,4.4175,,,-0.02400000000000002
20,2016-01-13,2016-01-22,3,4,30,4.3935,4.4175,,,-0.02400000000000002
28,2016-01-14,2016-01-30,3,5,33,6.21702,4.98387,,,1.2331500000000002
75,2016-01-14,2016-01-22,3,4,10,3.741,3.999,,,-0.258
76,2016-01-14,2016-01-22,3,4,10,3.741,3.999,,,-0.258
77,2016-01-14,2016-01-22,3,4,10,3.741,3.999,,,-0.258
29,2016-01-14,2016-01-30,3,5,34,6.21702,4.98387,,,1.2331500000000002
79,2016-01-14,2016-01-22,3,4,10,3.741,3.999,,,-0.258
78,2016-01-14,2016-01-22,3,4,10,3.741,3.999,,,-0.258
74,2016-01-15,2016-01-25,3,5,10,3.741,3.999,,,-0.258
23,2016-01-16,2016-01-25,3,5,64,3.85497,3.66048,,,0.1944899999999996
89,2016-01-18,2016-01-24,4,4,88,3.6105,3.5805,,,0.03000000000000025
95,2016-01-18,2016-01-19,4,4,22,5.76375,5.5428,,,0.2209500000000002
91,2016-01-18,2016-01-19,4,4,68,6.14394,5.9148,,,0.22914000000000012
98,2016-01-18,2016-01-19,4,4,22,5.76375,5.5428,,,0.2209500000000002
99,2016-01-18,2016-01-19,4,4,17,6.11523,5.8776,,,0.23763000000000023
100,2016-01-18,2016-01-23,4,4,71,3.6105,3.5805,,,0.03000000000000025
94,2016-01-18,2016-01-19,4,4,68,6.14394,5.9148,,,0.22914000000000012
92,2016-01-18,2016-01-19,4,4,22,5.76375,5.5428,,,0.2209500000000002
88,2016-01-18,2016-01-24,4,4,94,3.6975,3.6735,,,0.023999999999999577
93,2016-01-18,2016-01-19,4,4,17,6.11523,5.8776,,,0.23763000000000023
97,2016-01-18,2016-01-19,4,4,68,6.14394,5.9148,,,0.22914000000000012
96,2016-01-18,2016-01-19,4,4,17,6.11523,5.8776,,,0.23763000000000023
132,2016-01-22,2016-01-29,4,5,23,3.6975,3.9525,,ABONO 20% FINAL PROMO,-0.25500000000000034
131,2016-01-22,2016-01-29,4,5,61,3.48,3.72,,ABONO 20% FINAL PROMO,-0.2400000000000002
24,2016-01-23,2016-02-01,4,6,16,4.02375,4.04922,,,-0.025470000000000326
137,2016-01-25,2016-01-31,5,5,98,3.393,3.348,,PRECIO,0.04499999999999993
136,2016-01-25,2016-01-31,5,5,23,3.7845,3.7665,,PRECIO,0.017999999999999794
128,2016-01-25,2016-02-07,5,6,44,3.6105,3.534,,PRECIO,0.07650000000000023
120,2016-01-25,2016-01-26,5,5,59,6.2814,6.045,,,0.23639999999999972
119,2016-01-25,2016-01-26,5,5,59,6.2814,6.045,,,0.23639999999999972
107,2016-01-25,2016-01-26,5,5,38,5.4549,5.2545,,,0.20040000000000013
106,2016-01-25,2016-01-26,5,5,38,5.4549,5.2545,,,0.20040000000000013
116,2016-01-25,2016-01-26,5,5,36,4.7676,4.5942,,,0.1734
115,2016-01-25,2016-01-26,5,5,36,4.7676,4.5942,,,0.1734
111,2016-01-25,2016-01-26,5,5,26,4.94682,4.7616,,,0.18522000000000016
110,2016-01-25,2016-01-26,5,5,26,4.94682,4.7616,,,0.18522000000000016
109,2016-01-25,2016-01-26,5,5,26,4.94682,4.7616,,,0.18522000000000016
108,2016-01-25,2016-01-26,5,5,38,5.4549,5.2545,,,0.20040000000000013
102,2016-01-25,2016-01-30,5,5,44,3.6105,3.5805,,,0.03000000000000025
104,2016-01-25,2016-01-30,5,5,20,3.4365,3.3945,,,0.04200000000000026
117,2016-01-25,2016-01-26,5,5,36,4.7676,4.5942,,,0.1734
118,2016-01-25,2016-01-26,5,5,59,6.2814,6.045,,,0.23639999999999972
103,2016-01-25,2016-01-30,5,5,67,4.35,4.371,,,-0.021000000000000796
70,2016-01-27,2016-02-11,5,7,26,3.6714,3.9246,,MERCANCÍA SIN CARGO,-0.25319999999999965
69,2016-01-27,2016-02-11,5,7,38,3.6714,3.9246,,MERCANCÍA SIN CARGO,-0.25319999999999965
67,2016-01-27,2016-02-11,5,7,36,3.654,3.906,,MERCANCÍA SIN CARGO,-0.2520000000000002
72,2016-01-27,2016-02-11,5,7,36,3.654,3.906,,MERCANCÍA SIN CARGO,-0.2520000000000002
65,2016-01-27,2016-02-11,5,7,26,3.6714,3.9246,,MERCANCÍA SIN CARGO,-0.25319999999999965
64,2016-01-27,2016-02-11,5,7,38,3.6714,3.9246,,MERCANCÍA SIN CARGO,-0.25319999999999965
148,2016-01-27,2016-02-08,5,7,59,6.2814,5.9055,,PRECIO,0.3758999999999997
147,2016-01-27,2016-02-08,5,7,59,6.2814,5.9055,,PRECIO,0.3758999999999997
146,2016-01-27,2016-02-08,5,7,59,6.2814,5.9055,,PRECIO,0.3758999999999997
134,2016-01-27,2016-02-08,5,7,59,6.2814,5.9148,,PRECIO,0.36660000000000004
49,2016-01-29,2016-02-05,5,6,42,4.7415,4.65,,,0.09149999999999991
50,2016-01-29,2016-02-05,5,6,42,4.7415,4.65,,,0.09149999999999991
51,2016-01-29,2016-02-05,5,6,42,4.7415,4.65,,,0.09149999999999991
48,2016-01-29,2016-02-05,5,6,42,4.7415,4.65,,,0.09149999999999991
182,2016-02-01,2016-02-02,6,6,50,5.68806,5.4684,,PRECIO,0.2196600000000002
183,2016-02-01,2016-02-02,6,6,50,5.68806,5.4684,,PRECIO,0.2196600000000002
181,2016-02-01,2016-02-02,6,6,50,5.68806,5.4684,,PRECIO,0.2196600000000002
153,2016-02-01,2016-02-07,6,6,96,4.9155,4.9755,,PRECIO,-0.0600000000000005
150,2016-02-01,2016-02-07,6,6,74,1.1745,0.9765,,PRECIO,0.19800000000000006
53,2016-02-05,2016-02-12,6,7,35,4.6545,4.371,,,0.2834999999999992
54,2016-02-05,2016-02-12,6,7,35,4.6545,4.371,,,0.2834999999999992
55,2016-02-05,2016-02-12,6,7,35,4.6545,4.371,,,0.2834999999999992
122,2016-02-05,2016-02-15,6,8,18,5.02947,4.8518099999999995,,,0.17766000000000037
187,2016-02-05,2016-02-19,6,8,70,5.394,5.208,,PRECIO,0.18599999999999994
52,2016-02-05,2016-02-12,6,7,35,4.6545,4.371,,,0.2834999999999992
158,2016-02-08,2016-02-17,7,8,97,3.48,3.348,,PRECIO,0.13200000000000012
157,2016-02-08,2016-02-16,7,8,26,3.7845,3.6456,,PRECIO,0.13890000000000002
156,2016-02-08,2016-02-14,7,7,67,4.35,4.371,,PRECIO,-0.021000000000000796
195,2016-02-08,2016-02-14,7,7,61,3.48,3.441,,PRECIO,0.039000000000000146
185,2016-02-09,2016-02-22,7,9,74,1.6182,1.5345,,PRECIO,0.08370000000000011
184,2016-02-09,2016-02-22,7,9,74,1.6182,1.5345,,PRECIO,0.08370000000000011
186,2016-02-09,2016-02-22,7,9,74,1.6182,1.5345,,PRECIO,0.08370000000000011
192,2016-02-09,2016-02-22,7,9,10,3.741,3.813,,,-0.07200000000000006
189,2016-02-09,2016-02-22,7,9,10,3.741,3.813,,,-0.07200000000000006
190,2016-02-09,2016-02-22,7,9,10,3.741,3.813,,,-0.07200000000000006
191,2016-02-09,2016-02-22,7,9,10,3.741,3.813,,,-0.07200000000000006
193,2016-02-09,2016-02-22,7,9,10,3.741,3.813,,,-0.07200000000000006
188,2016-02-10,2016-02-23,7,9,10,3.741,3.813,,,-0.07200000000000006
244,2016-02-11,2016-02-25,7,9,94,3.915,3.4317,,PRECIO,0.48329999999999984
243,2016-02-11,2016-02-25,7,9,67,4.5675,4.0083,,PRECIO,0.5591999999999997
242,2016-02-11,2016-02-25,7,9,20,3.6975,3.2457,,PRECIO,0.4518
229,2016-02-12,2016-02-19,7,8,46,4.03941,3.9190199999999997,,,0.12039000000000044
228,2016-02-12,2016-02-19,7,8,46,4.03941,3.9190199999999997,,,0.12039000000000044
177,2016-02-12,2016-02-12,7,7,1,,,11,,
224,2016-02-12,2016-02-19,7,8,12,4.7415,4.3245,,,0.4170000000000007
123,2016-02-12,2016-02-22,7,9,43,5.02947,4.8518099999999995,,,0.17766000000000037
10,2016-02-12,2016-02-28,7,9,34,6.68682,6.07569,,,0.6111300000000002
9,2016-02-12,2016-02-28,7,9,33,6.68682,6.07569,,,0.6111300000000002
5,2016-02-12,2016-02-28,7,9,33,6.68682,6.07569,,,0.6111300000000002
225,2016-02-12,2016-02-19,7,8,12,4.7415,4.3245,,,0.4170000000000007
7,2016-02-12,2016-02-28,7,9,34,6.68682,6.07569,,,0.6111300000000002
238,2016-02-15,2016-02-27,8,9,57,3.48,3.348,,PRECIO,0.13200000000000012
227,2016-02-15,2016-02-22,8,9,12,4.7415,4.3245,,,0.4170000000000007
226,2016-02-15,2016-02-22,8,9,12,4.7415,4.3245,,,0.4170000000000007
236,2016-02-15,2016-02-19,8,8,54,3.6975,3.6735,,,0.023999999999999577
230,2016-02-15,2016-02-22,8,9,46,4.03941,3.9190199999999997,,,0.12039000000000044
200,2016-02-15,2016-02-20,8,8,71,3.6105,3.5805,,PRECIO,0.03000000000000025
231,2016-02-15,2016-02-22,8,9,46,4.03941,3.9190199999999997,,,0.12039000000000044
240,2016-02-15,2016-02-27,8,9,57,3.48,3.348,,PRECIO,0.13200000000000012
59,2016-02-17,2016-02-25,8,9,40,4.872,4.836,,,0.03599999999999959
233,2016-02-17,2016-02-26,8,9,40,4.872,4.836,,,0.03599999999999959
56,2016-02-17,2016-02-25,8,9,40,4.872,4.836,,,0.03599999999999959
57,2016-02-17,2016-02-25,8,9,40,4.872,4.836,,,0.03599999999999959
58,2016-02-17,2016-02-25,8,9,40,4.872,4.836,,,0.03599999999999959
232,2016-02-17,2016-02-26,8,9,40,4.872,4.836,,,0.03599999999999959
234,2016-02-18,2016-02-26,8,9,40,4.872,4.836,,,0.03599999999999959
235,2016-02-18,2016-02-26,8,9,40,4.872,4.836,,,0.03599999999999959
124,2016-02-19,2016-02-29,8,10,79,3.3738599999999996,3.38706,,,-0.013200000000000323
125,2016-02-19,2016-02-29,8,10,19,4.39176,4.458419999999999,,,-0.06665999999999972
179,2016-02-19,2016-02-19,8,8,1,,,24,,
178,2016-02-19,2016-02-19,8,8,9,,,10,,
202,2016-02-22,2016-02-28,9,9,71,3.6105,3.5805,,PRECIO,0.03000000000000025
266,2016-02-22,2016-02-23,9,9,82,6.699,6.4449,,PRECIO,0.2541000000000002
265,2016-02-22,2016-02-23,9,9,82,6.699,6.4449,,PRECIO,0.2541000000000002
264,2016-02-22,2016-02-23,9,9,82,6.699,6.4449,,PRECIO,0.2541000000000002
164,2016-02-24,2016-02-26,9,9,9,,,6,,
168,2016-02-24,2016-02-26,9,9,9,,,9,,
161,2016-02-24,2016-02-26,9,9,9,,,11,,
162,2016-02-24,2016-02-26,9,9,9,,,11,,
163,2016-02-24,2016-02-26,9,9,9,,,17,,
165,2016-02-24,2016-02-26,9,9,9,,,11,,
166,2016-02-24,2016-02-26,9,9,9,,,14,,
167,2016-02-24,2016-02-26,9,9,9,,,6,,
204,2016-02-24,2016-03-04,9,10,30,4.3935,4.4175,,,-0.02400000000000002
205,2016-02-24,2016-03-04,9,10,30,4.3935,4.4175,,,-0.02400000000000002
206,2016-02-25,2016-03-04,9,10,30,4.3935,4.4175,,,-0.02400000000000002
207,2016-02-25,2016-03-04,9,10,30,4.3935,4.4175,,,-0.02400000000000002
269,2016-02-29,2016-03-04,10,10,71,3.6105,3.5805,,PRECIO,0.03000000000000025
268,2016-02-29,2016-03-04,10,10,44,3.6105,3.5805,,PRECIO,0.03000000000000025
267,2016-02-29,2016-03-04,10,10,94,3.6975,3.6735,,PRECIO,0.023999999999999577
281,2016-03-07,2016-03-08,11,11,82,6.699,6.4449,,PRECIO,0.2541000000000002
279,2016-03-07,2016-03-08,11,11,82,6.699,6.4449,,PRECIO,0.2541000000000002
286,2016-03-07,2016-03-12,11,11,61,3.48,3.441,,PRECIO,0.039000000000000146
288,2016-03-07,2016-03-12,11,11,23,3.7845,3.7665,,PRECIO,0.017999999999999794
280,2016-03-07,2016-03-08,11,11,82,6.699,6.4449,,PRECIO,0.2541000000000002
313,2016-03-08,2016-03-14,11,12,68,6.14394,5.9148,,PRECIO,0.22914000000000012
312,2016-03-08,2016-03-14,11,12,68,6.14394,5.9148,,PRECIO,0.22914000000000012
311,2016-03-08,2016-03-14,11,12,68,6.14394,5.9148,,PRECIO,0.22914000000000012
208,2016-03-11,2016-03-18,11,12,55,3.9585,3.96645,,,-0.007950000000000124
302,2016-03-11,2016-03-22,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
303,2016-03-11,2016-03-23,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
304,2016-03-11,2016-03-23,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
299,2016-03-11,2016-03-24,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
300,2016-03-11,2016-03-22,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
301,2016-03-11,2016-03-22,11,13,10,3.393,3.627,,PRECIO,-0.23399999999999999
209,2016-03-11,2016-03-18,11,12,55,3.9585,3.96645,,,-0.007950000000000124
432,2016-03-11,2016-03-31,11,14,20,3.828,3.6828,,,0.1452
152,2016-03-11,2016-03-25,11,13,29,3.5522099999999996,3.5507400000000002,,PRECIO,0.0014699999999994162
291,2016-03-12,2016-03-18,11,12,21,4.6284,4.557,,PRECIO,0.07139999999999969
292,2016-03-12,2016-03-18,11,12,21,4.6284,4.557,,PRECIO,0.07139999999999969
293,2016-03-12,2016-03-18,11,12,21,4.6284,4.557,,PRECIO,0.07139999999999969
290,2016-03-14,2016-03-28,12,14,73,4.3761,3.9804,,PRECIO,0.39570000000000016
211,2016-03-14,2016-03-18,12,12,55,3.9585,3.96645,,,-0.007950000000000124
306,2016-03-14,2016-03-19,12,12,54,3.6975,3.6735,,PRECIO,0.023999999999999577
305,2016-03-14,2016-03-19,12,12,98,3.393,3.348,,PRECIO,0.04499999999999993
210,2016-03-14,2016-03-18,12,12,55,3.9585,3.96645,,,-0.007950000000000124
295,2016-03-14,2016-03-19,12,12,71,3.6105,3.5805,,PRECIO,0.03000000000000025
296,2016-03-14,2016-03-19,12,12,78,3.6105,3.5805,,PRECIO,0.03000000000000025
253,2016-03-15,2016-03-21,12,13,26,4.94682,5.28798,,REDENCIÓN,-0.34116000000000035
252,2016-03-15,2016-03-21,12,13,26,4.94682,5.28798,,REDENCIÓN,-0.34116000000000035
251,2016-03-15,2016-03-21,12,13,26,4.94682,5.28798,,REDENCIÓN,-0.34116000000000035
212,2016-03-18,2016-03-25,12,13,42,4.7415,4.65,,,0.09149999999999991
213,2016-03-18,2016-03-25,12,13,42,4.7415,4.65,,,0.09149999999999991
398,2016-03-21,2016-04-02,13,14,71,3.6105,3.5805,,PRECIO,0.03000000000000025
392,2016-03-21,2016-04-02,13,14,71,3.6105,3.5805,,PRECIO,0.03000000000000025
394,2016-03-21,2016-04-02,13,14,71,3.6105,3.5805,,PRECIO,0.03000000000000025
214,2016-03-21,2016-03-25,13,13,42,4.7415,4.65,,,0.09149999999999991
215,2016-03-21,2016-03-25,13,13,42,4.7415,4.65,,,0.09149999999999991
396,2016-03-21,2016-04-02,13,14,71,3.6105,3.5805,,PRECIO,0.03000000000000025
341,2016-03-21,2016-03-26,13,13,74,1.1745,0.9765,10,PRECIO,0.19800000000000006
216,2016-03-23,2016-04-01,13,14,12,4.7415,4.3245,,,0.4170000000000007
221,2016-03-23,2016-04-01,13,14,66,4.9242,4.8825,,,0.041699999999999626
220,2016-03-23,2016-04-01,13,14,66,4.9242,4.8825,,,0.041699999999999626
217,2016-03-23,2016-04-01,13,14,12,4.7415,4.3245,,,0.4170000000000007
197,2016-03-24,2016-04-04,13,15,84,3.85497,3.8715900000000003,,FOLLETO,-0.016620000000000523
196,2016-03-24,2016-04-04,13,15,64,3.7505699999999997,3.65769,,FOLLETO,0.09287999999999963
263,2016-03-24,2016-03-24,13,13,1,,,11,,
346,2016-03-28,2016-04-04,14,15,54,3.741,3.1992,,PRECIO,0.5418000000000003
347,2016-03-28,2016-04-04,14,15,57,3.5235,3.0132,,PRECIO,0.5103
348,2016-03-28,2016-04-04,14,15,44,3.567,3.0504,,PRECIO,0.5166000000000004
222,2016-03-28,2016-04-01,14,14,66,4.9242,4.8825,,,0.041699999999999626
345,2016-03-28,2016-04-02,14,14,87,4.959,5.022,10,PRECIO,-0.06300000000000061
218,2016-03-28,2016-04-01,14,14,12,4.7415,4.3245,,,0.4170000000000007
219,2016-03-28,2016-04-01,14,14,12,4.7415,4.3245,,,0.4170000000000007
223,2016-03-28,2016-04-01,14,14,66,4.9242,4.8825,,,0.041699999999999626
159,2016-03-29,2016-04-25,14,18,33,6.21702,5.64882,,,0.5682
357,2016-03-29,2016-04-11,14,16,59,6.2814,5.9799,,PRECIO,0.3014999999999999
356,2016-03-29,2016-04-11,14,16,59,6.2814,5.9799,,PRECIO,0.3014999999999999
355,2016-03-29,2016-04-11,14,16,59,6.2814,5.9799,,PRECIO,0.3014999999999999
160,2016-03-29,2016-04-25,14,18,34,6.21702,5.64882,,,0.5682
362,2016-03-30,2016-04-28,14,18,79,3.3738599999999996,3.4317,,FOLLETO,-0.05784000000000056
322,2016-03-30,2016-04-08,14,15,40,4.872,4.836,,,0.03599999999999959
318,2016-03-30,2016-04-08,14,15,32,4.263,4.185,,,0.07800000000000029
319,2016-03-31,2016-04-08,14,15,32,4.263,4.185,,,0.07800000000000029
323,2016-03-31,2016-04-08,14,15,40,4.872,4.836,,,0.03599999999999959
324,2016-03-31,2016-04-08,14,15,40,4.872,4.836,,,0.03599999999999959
317,2016-03-31,2016-04-08,14,15,32,4.263,4.185,,,0.07800000000000029
320,2016-03-31,2016-04-08,14,15,32,4.263,4.185,,,0.07800000000000029
321,2016-03-31,2016-04-08,14,15,40,4.872,4.836,,,0.03599999999999959
433,2016-04-01,2016-04-15,14,16,61,3.8715,3.72,,,0.15149999999999997
199,2016-04-01,2016-04-15,14,16,81,5.0025,3.4754099999999997,,SEGÚN REDENCIÓN,1.5270900000000007
359,2016-04-01,2016-04-11,14,16,14,3.9759,4.07526,,,-0.09935999999999989
434,2016-04-01,2016-04-15,14,16,94,4.0455,3.8874,,,0.15809999999999969
386,2016-04-04,2016-04-16,15,16,94,3.6975,3.534,,PRECIO,0.16349999999999998
385,2016-04-04,2016-04-16,15,16,98,3.393,3.255,,PRECIO,0.1379999999999999
387,2016-04-04,2016-04-16,15,16,98,3.393,3.255,,PRECIO,0.1379999999999999
368,2016-04-04,2016-04-09,15,15,54,3.6975,3.6735,,PRECIO,0.023999999999999577
367,2016-04-04,2016-04-09,15,15,95,3.6105,3.5805,,PRECIO,0.03000000000000025
390,2016-04-04,2016-04-05,15,15,50,5.68806,5.4684,,PRECIO,0.2196600000000002
388,2016-04-04,2016-04-16,15,16,94,3.6975,3.534,,PRECIO,0.16349999999999998
389,2016-04-04,2016-04-05,15,15,50,5.68806,5.4684,,PRECIO,0.2196600000000002
369,2016-04-04,2016-04-09,15,15,61,3.48,3.441,,PRECIO,0.039000000000000146
391,2016-04-04,2016-04-05,15,15,50,5.68806,5.4684,,PRECIO,0.2196600000000002
360,2016-04-09,2016-04-18,15,17,19,4.39176,4.458419999999999,,FOLLETO,-0.06665999999999972
363,2016-04-09,2016-04-18,15,17,38,3.58353,3.44751,,FOLLETO,0.13602000000000025
365,2016-04-09,2016-04-18,15,17,36,3.7053300000000005,3.56376,,FOLLETO,0.14157000000000064
453,2016-04-11,2016-04-17,16,16,73,4.8285,4.8825,,,-0.05400000000000027
430,2016-04-11,2016-04-16,16,16,78,3.6105,3.5805,,,0.03000000000000025
378,2016-04-12,2016-04-18,16,17,17,6.11523,6.138,,PRECIO,-0.022769999999999513
473,2016-04-12,2016-05-09,16,20,10,3.393,3.627,,PRECIO,-0.23399999999999999
472,2016-04-12,2016-05-09,16,20,10,3.393,3.627,,PRECIO,-0.23399999999999999
384,2016-04-12,2016-04-18,16,17,26,4.94682,5.28798,,REDENCION,-0.34116000000000035
383,2016-04-12,2016-04-18,16,17,26,4.94682,5.28798,,REDENCION,-0.34116000000000035
382,2016-04-12,2016-04-18,16,17,26,4.94682,5.28798,,REDENCION,-0.34116000000000035
381,2016-04-12,2016-04-18,16,17,68,6.14394,6.1752,,PRECIO,-0.03126000000000051
380,2016-04-12,2016-04-18,16,17,68,6.14394,6.1752,,PRECIO,-0.03126000000000051
379,2016-04-12,2016-04-18,16,17,68,6.14394,6.1752,,PRECIO,-0.03126000000000051
375,2016-04-12,2016-04-18,16,17,22,5.76375,5.7939,,PRECIO,-0.0301499999999999
377,2016-04-12,2016-04-18,16,17,17,6.11523,6.138,,PRECIO,-0.022769999999999513
376,2016-04-12,2016-04-18,16,17,17,6.11523,6.138,,PRECIO,-0.022769999999999513
374,2016-04-12,2016-04-18,16,17,22,5.76375,5.7939,,PRECIO,-0.0301499999999999
373,2016-04-12,2016-04-18,16,17,22,5.76375,5.7939,,PRECIO,-0.0301499999999999
471,2016-04-12,2016-05-09,16,20,10,3.393,3.627,,PRECIO,-0.23399999999999999
470,2016-04-12,2016-05-09,16,20,10,3.393,3.627,,PRECIO,-0.23399999999999999
469,2016-04-13,2016-05-10,16,20,10,3.393,3.627,,PRECIO,-0.23399999999999999
274,2016-04-15,2016-04-30,16,18,34,6.87822,3.6762900000000003,2000,SEGÚN REDENCIÓN,3.2019299999999995
272,2016-04-15,2016-04-30,16,18,33,6.87822,3.6762900000000003,2000,SEGÚN REDENCIÓN,3.2019299999999995
326,2016-04-15,2016-04-22,16,17,55,3.9672,3.96645,,,0.0007500000000000284
330,2016-04-15,2016-04-22,16,17,42,4.7415,4.65,,,0.09149999999999991
349,2016-04-15,2016-04-15,16,16,15,,,1,,
427,2016-04-16,2016-04-16,16,16,2,,,17,,
339,2016-04-16,2016-04-19,16,17,15,,,6,,
338,2016-04-16,2016-04-19,16,17,15,,,16,,
337,2016-04-16,2016-04-19,16,17,15,,,8,,
336,2016-04-16,2016-04-19,16,17,15,,,5,,
335,2016-04-16,2016-04-19,16,17,15,,,13,,
334,2016-04-16,2016-04-19,16,17,15,,,8,,
333,2016-04-16,2016-04-19,16,17,15,,,8,,
340,2016-04-16,2016-04-19,16,17,15,,,5,,
459,2016-04-18,2016-04-19,17,17,82,6.6033,6.4449,,,0.15840000000000032
457,2016-04-18,2016-04-25,17,18,44,3.6105,3.5805,,,0.03000000000000025
328,2016-04-18,2016-04-22,17,17,55,3.9672,3.96645,,,0.0007500000000000284
455,2016-04-18,2016-04-23,17,17,95,3.6105,3.5805,,,0.03000000000000025
454,2016-04-18,2016-04-23,17,17,44,3.6105,3.5805,,,0.03000000000000025
329,2016-04-18,2016-04-22,17,17,42,4.7415,4.65,,,0.09149999999999991
456,2016-04-18,2016-04-25,17,18,97,3.48,3.162,,,0.31800000000000006
327,2016-04-18,2016-04-22,17,17,55,3.9672,3.96645,,,0.0007500000000000284
331,2016-04-18,2016-04-22,17,17,42,4.7415,4.65,,,0.09149999999999991
332,2016-04-18,2016-04-22,17,17,42,4.7415,4.65,,,0.09149999999999991
325,2016-04-18,2016-04-22,17,17,55,3.9672,3.96645,,,0.0007500000000000284
411,2016-04-20,2016-04-22,17,17,9,,,12,,
400,2016-04-20,2016-04-22,17,17,7,,,18,,
401,2016-04-20,2016-04-22,17,17,7,,,12,,
402,2016-04-20,2016-04-22,17,17,7,,,16,,
403,2016-04-20,2016-04-22,17,17,7,,,11,,
404,2016-04-20,2016-04-22,17,17,7,,,19,,
405,2016-04-20,2016-04-22,17,17,7,,,26,,
406,2016-04-20,2016-04-22,17,17,7,,,13,,
407,2016-04-20,2016-04-22,17,17,7,,,8,,
408,2016-04-20,2016-04-22,17,17,9,,,19,,
409,2016-04-20,2016-04-22,17,17,9,,,20,,
412,2016-04-20,2016-04-22,17,17,9,,,19,,
410,2016-04-20,2016-04-22,17,17,9,,,34,,
413,2016-04-20,2016-04-22,17,17,9,,,32,,
415,2016-04-20,2016-04-22,17,17,9,,,14,,
414,2016-04-20,2016-04-22,17,17,9,,,14,,
482,2016-04-21,2016-04-28,17,18,20,3.567,3.4317,,PRECIO,0.13529999999999998
418,2016-04-23,2016-04-26,17,18,1,,,17,,
419,2016-04-23,2016-04-26,17,18,1,,,9,,
423,2016-04-23,2016-04-26,17,18,1,,,13,,
420,2016-04-23,2016-04-26,17,18,1,,,26,,
421,2016-04-23,2016-04-26,17,18,1,,,29,,
422,2016-04-23,2016-04-26,17,18,1,,,15,,
416,2016-04-23,2016-04-26,17,18,1,,,16,,
417,2016-04-23,2016-04-26,17,18,1,,,15,,
488,2016-04-25,2016-04-26,18,18,82,6.699,6.4449,,PRECIO,0.2541000000000002
489,2016-04-25,2016-04-30,18,18,23,3.7845,3.7665,,PRECIO,0.017999999999999794
492,2016-04-25,2016-04-30,18,18,89,5.1939,5.2731,,PRECIO,-0.07920000000000016
493,2016-04-25,2016-05-10,18,20,13,,,,PRECIO,
494,2016-04-25,2016-05-09,18,20,13,,,,PRECIO,
495,2016-04-25,2016-05-09,18,20,13,,,,PRECIO,
496,2016-04-25,2016-05-09,18,20,13,,,,PRECIO,
497,2016-04-25,2016-05-09,18,20,13,,,,PRECIO,
490,2016-04-25,2016-04-30,18,18,44,3.6105,3.5805,,PRECIO,0.03000000000000025
462,2016-04-25,2016-05-02,18,19,16,4.02375,4.05015,,,-0.026400000000000645
424,2016-04-26,2016-04-26,18,18,3,,,2,,
507,2016-04-30,2016-05-03,18,19,38,3.7845,5.2452,,PRECIO,-1.4606999999999997
511,2016-04-30,2016-05-03,18,19,59,4.9938,6.045,,PRECIO,-1.0511999999999997
