Run ID,Name,Source Type,Source Name,User,Status,n_estimators,mae_mean,mae_std,mape_mean,mape_std,mase_mean,mase_std,mase_wd_mean,mase_wd_std,mean_error_mean,mean_error_std,rmse_mean,rmse_std,smape_mean,smape_std,std_error_mean,std_error_std
0e0a0387b1af4eca9541b4241bc29bd4,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,280.5849323876593,21.015171285397045,36.26967197440225,8.222259543185453,0.6012006537223724,0.08423592266328618,0.014017980125362395,0.002892539944782775,-1.9636233333333366,64.99914254088738,377.2735369068565,34.34579899730551,25.4359901709122,2.2637283576126195,371.18634545902694,38.818914926857644
00b79e5519504b58a039469331197eb5,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,314.0286436507937,6.935731850248221,37.64618712649265,10.84778803727699,0.6867827662054308,0.019118527006622064,0.01877079098864077,0.004152184540254864,-6.663115079365076,56.48790981625975,430.9864839407977,20.633078508776016,27.68617509428045,1.2563584983658143,427.22070988396325,20.54889915962742
fdac4d6617094f0684f3b61f52c0c427,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,285.8400857142857,41.01843658883956,41.7224783154709,19.63008349145622,0.7136935908968237,0.09835169078364837,0.019301716752455997,0.0030640661079083783,-3.5968285714285715,99.60772802337566,367.4021016535756,55.42196270014006,26.444154379904198,4.3503006263454145,354.0908678173005,52.35378610606886
da88ff02d08748dfab87fdd55f5319ea,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,266.56330366168646,10.326495217145718,38.72003451896259,6.361800670869039,0.6006803659153743,0.035171122765051306,0.015967996700295826,0.0011810042749830262,-0.4413545376276605,23.530127164065092,363.4722962349439,13.565139050784646,27.340295298082548,2.0738534547760166,362.7151144881244,13.41667512656354
68f7b085b5c64f54bd313ae77bb86c96,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,266.27676386554623,29.210947294679944,46.050725146244716,11.355850612442023,0.6956782223474652,0.08335258121494073,0.019929403493047077,0.004038388739043164,13.896918487394956,67.6162005010113,352.3157926674962,31.409802836924076,33.434417677317114,3.511458924454606,344.93964691669964,36.939931625884455
8ad0bdfc7a8f4ec1a1514d2268189175,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,279.8566698412698,62.08001518197553,40.52886666359648,13.18224298776176,0.7206952929068906,0.11311532485349766,0.020871698265809303,0.005559842271541507,-3.6899492063492154,103.9499900981474,362.25166267584933,87.84373253290649,29.899401933735227,5.328595947099554,347.28253295911065,86.70879189380996
acdc179436a247b2959a27b08ac7ea1d,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,318.33944444444444,7.0402659548135045,38.265640459531454,10.950159792707383,0.6963757483151641,0.02458980313359349,0.01908994225100647,0.004517171145618689,-4.561366666666672,57.62934188474074,435.0651479795124,17.253676235181608,28.012192830577455,1.2940186136457552,431.1725392315384,18.10156431789352
3be212da37c9463c8e41c0e421d467f2,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,285.702,40.51454382357835,42.14205978897651,20.510527955115617,0.7137690621003419,0.09994276381001446,0.019297817996548762,0.0030407409323748203,-1.2177142857142953,103.68260650513159,370.6684996405622,56.546140542167564,26.350285081991082,4.441869889293873,355.93164485171366,56.15782322503235
e275f2bfbd624bea9a64bf297a6494fd,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,280.68353637156275,21.06104527890472,36.54530385115331,8.43635884403845,0.600926928877825,0.0803510185938168,0.014005846979319222,0.0027883216897127768,-1.2237149094567399,62.506432949725756,378.67995255500847,35.35862209724874,25.39286943799239,2.2311843766015746,373.07647081676805,39.42250509932802
c075b59bb6cc4865a830510b1d70c743,,LOCAL,/home/plombao/miniconda3/envs/ds/lib/python3.8/site-packages/ipykernel_launcher.py,plombao,FINISHED,200,317.018703968254,8.422434748876581,38.26688470954959,11.95946118267098,0.6932164561413834,0.018066954969700507,0.01899573723703369,0.004424187514795738,-3.7499531746031662,56.35380663071678,434.4308211265714,17.894887536381173,27.899369061131626,1.4431559485620549,430.6962287257696,19.0081623378605
