"fecha";"producto";"udsVenta"
"20190620";"2";"4329,60"
"20180720";"2";"4250,88"
"20190820";"2";"3148,80"
"20160121";"2";"354,24"
"20180421";"2";"1416,96"
"20170921";"2";"4959,36"
"20191121";"2";"3936,00"
"20171122";"2";"6376,32"
"20170223";"2";"2125,44"
"20190523";"2";"5116,80"
"20180124";"2";"2833,92"
"20200124";"2";"3936,00"
"20160324";"2";"1416,96"
"20180524";"2";"5667,84"
"20160824";"2";"2125,44"
"20180924";"2";"5667,84"
"20170425";"2";"3542,40"
"20180925";"2";"3542,40"
"20181025";"2";"6376,32"
"20171125";"2";"3542,40"
"20191125";"2";"3148,80"
"20180326";"2";"9210,24"
"20190326";"2";"3148,80"
"20160526";"2";"1416,96"
"20170626";"2";"2833,92"
"20170926";"2";"4250,88"
"20191226";"2";"3148,80"
"20180727";"2";"3542,40"
"20161027";"2";"708,48"
"20161227";"2";"708,48"
"20180328";"2";"10627,20"
"20180928";"2";"4250,88"
"20171028";"2";"5667,84"
"20191028";"2";"3148,80"
"20171128";"2";"4959,36"
"20181128";"2";"3542,40"
"20191128";"2";"3936,00"
"20161228";"2";"2125,44"
"20200129";"2";"1574,40"
"20160229";"2";"2125,44"
"20191129";"2";"3542,40"
"20160330";"2";"708,48"
"20190430";"2";"3936,00"
"20161130";"2";"2833,92"
"20180531";"2";"6376,32"
"20190531";"2";"3542,40"
"20160401";"3";"4959,36"
"20190701";"3";"2361,60"
"20180801";"3";"3542,40"
"20160901";"3";"4250,88"
"20181001";"3";"4959,36"
"20181101";"3";"1416,96"
"20171201";"3";"5667,84"
"20190202";"3";"2125,44"
"20190502";"3";"2833,92"
"20180602";"3";"708,48"
"20151002";"3";"4250,88"
"20151102";"3";"708,48"
"20171102";"3";"4250,88"
"20170303";"3";"11335,68"
"20180303";"3";"3542,40"
"20180503";"3";"4959,36"
"20190603";"3";"2833,92"
"20180703";"3";"24796,80"
"20160903";"3";"3542,40"
"20171003";"3";"3542,40"
"20151103";"3";"4250,88"
"20200204";"3";"2361,60"
"20190304";"3";"2125,44"
"20160404";"3";"7084,80"
"20180504";"3";"2833,92"
"20170704";"3";"5667,84"
"20180704";"3";"10627,20"
"20171104";"3";"4959,36"
"20160205";"3";"2125,44"
"20170405";"3";"4959,36"
"20180705";"3";"14169,60"
"20190705";"3";"5195,52"
"20161005";"3";"3542,40"
"20160406";"3";"2833,92"
"20170706";"3";"4959,36"
"20171106";"3";"4250,88"
"20200207";"3";"13697,28"
"20170307";"3";"4959,36"
"20160507";"3";"3542,40"
"20170607";"3";"5667,84"
"20190807";"3";"944,64"
"20160907";"3";"2833,92"
"20191007";"3";"5195,52"
"20151107";"3";"13461,12"
"20190408";"3";"3778,56"
"20170608";"3";"6376,32"
"20190708";"3";"1889,28"
"20170808";"3";"3542,40"
"20171108";"3";"5667,84"
"20181108";"3";"4250,88"
"20160309";"3";"4250,88"
"20160509";"3";"3542,40"
"20160609";"3";"708,48"
"20170809";"3";"3542,40"
"20151209";"3";"2125,44"
"20190110";"3";"4959,36"
"20160210";"3";"2125,44"
"20170210";"3";"10627,20"
"20160310";"3";"3542,40"
"20160510";"3";"4959,36"
"20190610";"3";"6612,48"
"20181110";"3";"708,48"
"20160211";"3";"2833,92"
"20190311";"3";"4250,88"
"20190411";"3";"3778,56"
"20160511";"3";"2833,92"
"20170511";"3";"5667,84"
"20160711";"3";"4250,88"
"20150811";"3";"708,48"
"20170811";"3";"5667,84"
"20151111";"3";"2125,44"
"20171111";"3";"7793,28"
"20171211";"3";"3542,40"
"20181211";"3";"1416,96"
"20160412";"3";"4250,88"
"20160512";"3";"4250,88"
"20170612";"3";"4959,36"
"20190812";"3";"3306,24"
"20180912";"3";"2125,44"
"20180213";"3";"3542,40"
"20190213";"3";"2833,92"
"20180313";"3";"3542,40"
"20170413";"3";"8501,76"
"20190413";"3";"1416,96"
"20190613";"3";"3306,24"
"20190913";"3";"4250,88"
"20171113";"3";"3542,40"
"20170114";"3";"2125,44"
"20190214";"3";"5667,84"
"20180314";"3";"3542,40"
"20190514";"3";"1889,28"
"20180614";"3";"5667,84"
"20190614";"3";"4250,88"
"20160914";"3";"2833,92"
"20161114";"3";"4250,88"
"20180215";"3";"3542,40"
"20190215";"3";"4959,36"
"20180615";"3";"5667,84"
"20151015";"3";"4959,36"
"20161015";"3";"3542,40"
"20170116";"3";"4250,88"
"20190116";"3";"10627,20"
"20200116";"3";"5667,84"
"20180716";"3";"6376,32"
"20180816";"3";"4250,88"
"20190816";"3";"5195,52"
"20180117";"3";"4959,36"
"20150817";"3";"708,48"
"20190618";"3";"1889,28"
"20171118";"3";"7084,80"
"20160419";"3";"4959,36"
"20170619";"3";"4959,36"
"20181019";"3";"4250,88"
"20170120";"3";"4250,88"
"20180320";"3";"5667,84"
"20170620";"3";"6376,32"
"20180820";"3";"2125,44"
"20161220";"3";"3542,40"
"20180221";"3";"3542,40"
"20190321";"3";"4723,20"
"20200321";"3";"1416,96"
"20170721";"3";"4250,88"
"20190921";"3";"1416,96"
"20191021";"3";"2833,92"
"20171221";"3";"7793,28"
"20190722";"3";"2361,60"
"20180922";"3";"1416,96"
"20181022";"3";"2833,92"
"20191022";"3";"1889,28"
"20161122";"3";"2833,92"
"20170623";"3";"5667,84"
"20160723";"3";"2833,92"
"20171023";"3";"4250,88"
"20181023";"3";"26213,76"
"20191023";"3";"2361,60"
"20160224";"3";"2833,92"
"20200224";"3";"2361,60"
"20190624";"3";"2833,92"
"20180724";"3";"2125,44"
"20150924";"3";"2833,92"
"20181124";"3";"708,48"
"20180125";"3";"6376,32"
"20190125";"3";"3542,40"
"20160425";"3";"6376,32"
"20190425";"3";"2361,60"
"20160825";"3";"3542,40"
"20171025";"3";"3542,40"
"20161125";"3";"2833,92"
"20190726";"3";"26449,92"
"20181126";"3";"2833,92"
"20191126";"3";"2361,60"
"20170127";"3";"9210,24"
"20170527";"3";"708,48"
"20160827";"3";"3542,40"
"20180827";"3";"4959,36"
"20160927";"3";"2125,44"
"20200128";"3";"2833,92"
"20170428";"3";"6376,32"
"20170728";"3";"4959,36"
"20161028";"3";"3542,40"
"20191228";"3";"944,64"
"20180829";"3";"2833,92"
"20170929";"3";"4250,88"
"20190130";"3";"2833,92"
"20160530";"3";"1416,96"
"20161230";"3";"4250,88"
"20171230";"3";"1416,96"
"20180331";"3";"2833,92"
"20150831";"3";"2833,92"
"20170201";"4";"14937,12"
"20200201";"4";"2952,00"
"20180301";"4";"5313,60"
"20190301";"4";"7675,20"
"20160701";"4";"3896,64"
"20180102";"4";"1771,20"
"20200102";"4";"5904,00"
"20170302";"4";"3896,64"
"20180402";"4";"2361,60"
"20150702";"4";"1948,32"
"20170902";"4";"3247,20"
"20151202";"4";"3896,64"
"20200103";"4";"5904,00"
"20160203";"4";"2597,76"
"20170703";"4";"3247,20"
"20190703";"4";"2952,00"
"20190903";"4";"2952,00"
"20161003";"4";"3247,20"
"20181003";"4";"2952,00"
"20180404";"4";"4132,80"
"20180604";"4";"4132,80"
"20180804";"4";"1771,20"
"20151204";"4";"6494,40"
"20171204";"4";"3896,64"
"20170105";"4";"7143,84"
"20180305";"4";"3542,40"
"20170505";"4";"4546,08"
"20181205";"4";"5313,60"
"20180306";"4";"3542,40"
"20200306";"4";"6494,40"
"20190806";"4";"590,40"
"20170906";"4";"3247,20"
"20190906";"4";"6494,40"
"20151006";"4";"3896,64"
"20181106";"4";"3542,40"
"20191106";"4";"7084,80"
"20160307";"4";"4546,08"
"20170407";"4";"7143,84"
"20180507";"4";"4132,80"
"20200108";"4";"3542,40"
"20180208";"4";"4723,20"
"20170308";"4";"5195,52"
"20171208";"4";"3896,64"
"20200109";"4";"7084,80"
"20180309";"4";"5313,60"
"20180609";"4";"1771,20"
"20170909";"4";"4546,08"
"20151009";"4";"5195,52"
"20171209";"4";"2597,76"
"20200210";"4";"5313,60"
"20190510";"4";"5313,60"
"20180810";"4";"7084,80"
"20180910";"4";"2361,60"
"20171010";"4";"4546,08"
"20181010";"4";"5904,00"
"20161110";"4";"4546,08"
"20180511";"4";"4723,20"
"20190511";"4";"1771,20"
"20170711";"4";"3896,64"
"20180711";"4";"2361,60"
"20150911";"4";"2597,76"
"20170112";"4";"5195,52"
"20180512";"4";"2361,60"
"20160712";"4";"3247,20"
"20180712";"4";"4132,80"
"20170812";"4";"3247,20"
"20160912";"4";"3247,20"
"20170912";"4";"1948,32"
"20190912";"4";"5313,60"
"20151112";"4";"1948,32"
"20180113";"4";"1771,20"
"20200213";"4";"7675,20"
"20160513";"4";"3896,64"
"20150813";"4";"2597,76"
"20160813";"4";"7793,28"
"20160913";"4";"1948,32"
"20151013";"4";"3896,64"
"20151113";"4";"3247,20"
"20180214";"4";"2952,00"
"20160714";"4";"2597,76"
"20170914";"4";"3896,64"
"20151014";"4";"3247,20"
"20171214";"4";"7143,84"
"20191214";"4";"2952,00"
"20180115";"4";"4132,80"
"20160415";"4";"5844,96"
"20150715";"4";"3247,20"
"20151215";"4";"2597,76"
"20200316";"4";"5313,60"
"20181016";"4";"4723,20"
"20191016";"4";"4132,80"
"20171116";"4";"3896,64"
"20191116";"4";"1771,20"
"20151216";"4";"3247,20"
"20171216";"4";"3896,64"
"20191216";"4";"5904,00"
"20190117";"4";"4723,20"
"20170317";"4";"5844,96"
"20170517";"4";"2607,60"
"20150717";"4";"649,44"
"20190717";"4";"2952,00"
"20160817";"4";"1948,32"
"20190817";"4";"1771,20"
"20161017";"4";"1948,32"
"20151117";"4";"1298,88"
"20161117";"4";"3247,20"
"20151217";"4";"2597,76"
"20190218";"4";"5313,60"
"20200318";"4";"11217,60"
"20160418";"4";"5844,96"
"20180418";"4";"2361,60"
"20180818";"4";"1771,20"
"20161018";"4";"3247,20"
"20191018";"4";"8856,00"
"20180319";"4";"3542,40"
"20180419";"4";"5313,60"
"20180619";"4";"2952,00"
"20190619";"4";"4132,80"
"20180719";"4";"4723,20"
"20170819";"4";"1948,32"
"20190819";"4";"3542,40"
"20191119";"4";"5313,60"
"20161219";"4";"1948,32"
"20171219";"4";"3896,64"
"20160820";"4";"3247,20"
"20160920";"4";"649,44"
"20171020";"4";"2597,76"
"20171220";"4";"4546,08"
"20181220";"4";"3542,40"
"20200121";"4";"4132,80"
"20200221";"4";"7084,80"
"20180621";"4";"4723,20"
"20151021";"4";"3247,20"
"20161121";"4";"1948,32"
"20160122";"4";"2597,76"
"20180122";"4";"1771,20"
"20160222";"4";"6494,40"
"20200222";"4";"1180,80"
"20190422";"4";"2361,60"
"20150722";"4";"2597,76"
"20161022";"4";"4546,08"
"20170123";"4";"3896,64"
"20170323";"4";"2597,76"
"20190423";"4";"3542,40"
"20180723";"4";"4132,80"
"20170224";"4";"6494,40"
"20160524";"4";"1298,88"
"20170724";"4";"2597,76"
"20190924";"4";"4132,80"
"20161024";"4";"2597,76"
"20191024";"4";"2952,00"
"20200225";"4";"5313,60"
"20190325";"4";"4132,80"
"20180625";"4";"2361,60"
"20150925";"4";"6494,40"
"20161025";"4";"3247,20"
"20180426";"4";"5313,60"
"20180526";"4";"2361,60"
"20190626";"4";"2952,00"
"20181026";"4";"4723,20"
"20191026";"4";"2361,60"
"20190227";"4";"2361,60"
"20170627";"4";"17534,88"
"20150727";"4";"3247,20"
"20190727";"4";"2361,60"
"20191127";"4";"4132,80"
"20190228";"4";"4132,80"
"20170328";"4";"4546,08"
"20160528";"4";"3247,20"
"20180528";"4";"4132,80"
"20190528";"4";"4723,20"
"20170628";"4";"12339,36"
"20170928";"4";"25977,60"
"20170629";"4";"7143,84"
"20170829";"4";"4546,08"
"20190829";"4";"590,40"
"20160929";"4";"3247,20"
"20161029";"4";"4546,08"
"20160130";"4";"6494,40"
"20180530";"4";"3542,40"
"20170630";"4";"1298,88"
"20160730";"4";"2597,76"
"20180830";"4";"5313,60"
"20190830";"4";"4723,20"
"20170930";"4";"3896,64"
"20171130";"4";"3896,64"
"20181130";"4";"2952,00"
"20191130";"4";"1771,20"
"20160601";"5";"2701,08"
"20180601";"5";"3062,70"
"20170901";"5";"2332,08"
"20180901";"5";"3904,02"
"20191001";"5";"3025,80"
"20190402";"5";"2701,08"
"20170502";"5";"2501,82"
"20160802";"5";"2287,80"
"20150902";"5";"4929,84"
"20171002";"5";"2546,10"
"20191102";"5";"3136,50"
"20160803";"5";"2841,30"
"20151203";"5";"3484,59"
"20181203";"5";"2701,08"
"20170104";"5";"3077,46"
"20170304";"5";"3291,48"
"20160604";"5";"2560,86"
"20190704";"5";"2501,82"
"20160804";"5";"2575,62"
"20161004";"5";"2132,82"
"20181004";"5";"4361,58"
"20191004";"5";"3365,28"
"20151104";"5";"2724,45"
"20190105";"5";"3468,60"
"20180205";"5";"2619,90"
"20190205";"5";"3129,12"
"20200205";"5";"3084,84"
"20190305";"5";"3313,62"
"20190905";"5";"2442,78"
"20161105";"5";"3630,96"
"20160506";"5";"5070,06"
"20180606";"5";"2856,06"
"20160706";"5";"2273,04"
"20150806";"5";"4247,19"
"20151106";"5";"2266,89"
"20160107";"5";"3284,10"
"20200107";"5";"3225,06"
"20160407";"5";"2767,50"
"20170707";"5";"2206,62"
"20180907";"5";"1756,44"
"20190907";"5";"2346,84"
"20181207";"5";"3564,54"
"20160208";"5";"3468,60"
"20170208";"5";"2649,42"
"20160608";"5";"2450,16"
"20151008";"5";"3491,97"
"20161108";"5";"2302,56"
"20170209";"5";"3114,36"
"20190209";"5";"3084,84"
"20170309";"5";"2966,76"
"20150709";"5";"5195,52"
"20180809";"5";"3704,76"
"20190809";"5";"3033,18"
"20160909";"5";"1616,22"
"20191009";"5";"4081,14"
"20170110";"5";"2612,52"
"20170310";"5";"1645,74"
"20190410";"5";"4036,86"
"20170810";"5";"3335,76"
"20151110";"5";"2119,29"
"20181210";"5";"2405,88"
"20191210";"5";"3003,66"
"20160611";"5";"2915,10"
"20190711";"5";"3210,30"
"20181011";"5";"2450,16"
"20161111";"5";"1933,56"
"20160112";"5";"2583,00"
"20200212";"5";"3011,04"
"20180612";"5";"2627,28"
"20170713";"5";"3291,48"
"20190813";"5";"3645,72"
"20161213";"5";"2745,36"
"20191213";"5";"3158,64"
"20180814";"5";"3003,66"
"20190914";"5";"1771,20"
"20161214";"5";"3173,40"
"20200115";"5";"4302,54"
"20170215";"5";"2723,22"
"20170315";"5";"2634,66"
"20170515";"5";"1343,16"
"20180515";"5";"3062,70"
"20170715";"5";"2856,06"
"20190715";"5";"5217,66"
"20191015";"5";"4132,80"
"20161115";"5";"2280,42"
"20181115";"5";"4420,62"
"20160516";"5";"1011,06"
"20160616";"5";"2516,58"
"20150916";"5";"5106,96"
"20190916";"5";"3512,88"
"20200317";"5";"10782,18"
"20190417";"5";"3741,66"
"20180517";"5";"4125,42"
"20190517";"5";"4686,30"
"20191017";"5";"2132,82"
"20181217";"5";"2346,84"
"20191217";"5";"2597,76"
"20170718";"5";"2413,26"
"20160818";"5";"3380,04"
"20160119";"5";"2073,78"
"20190219";"5";"3734,28"
"20180519";"5";"1394,82"
"20161019";"5";"2789,64"
"20181219";"5";"3062,70"
"20200120";"5";"2442,78"
"20160620";"5";"1402,20"
"20180620";"5";"2922,48"
"20150720";"5";"7534,98"
"20181020";"5";"3911,40"
"20191220";"5";"3653,10"
"20150721";"5";"5232,42"
"20160821";"5";"66,42"
"20170821";"5";"2309,94"
"20181121";"5";"2789,64"
"20191221";"5";"2088,54"
"20200122";"5";"3867,12"
"20180222";"5";"4147,56"
"20160622";"5";"2760,12"
"20160822";"5";"1453,86"
"20160922";"5";"2693,70"
"20190323";"5";"1904,04"
"20160823";"5";"2258,28"
"20170823";"5";"3055,32"
"20180823";"5";"4368,96"
"20170923";"5";"4789,62"
"20191123";"5";"2339,46"
"20170524";"5";"3306,24"
"20180824";"5";"2627,28"
"20181024";"5";"3343,14"
"20151124";"5";"2061,48"
"20161124";"5";"3166,02"
"20151224";"5";"1455,09"
"20191224";"5";"2147,58"
"20170125";"5";"2811,78"
"20190225";"5";"3298,86"
"20180425";"5";"3785,94"
"20170925";"5";"2354,22"
"20191025";"5";"3239,82"
"20160126";"5";"1749,06"
"20180126";"5";"2376,36"
"20180226";"5";"2952,00"
"20200226";"5";"3188,16"
"20160726";"5";"1682,64"
"20171026";"5";"3933,54"
"20171226";"5";"2737,98"
"20160127";"5";"2317,32"
"20170327";"5";"1439,10"
"20190327";"5";"4472,28"
"20190527";"5";"3409,56"
"20171027";"5";"2398,50"
"20181027";"5";"3785,94"
"20181227";"5";"2494,44"
"20180428";"5";"3667,86"
"20160628";"5";"2346,84"
"20160728";"5";"3092,22"
"20160129";"5";"1867,14"
"20180329";"5";"472,32"
"20160729";"5";"1852,38"
"20171129";"5";"3800,70"
"20190330";"5";"1904,04"
"20180430";"5";"2752,74"
"20170830";"5";"3188,16"
"20151230";"5";"2560,86"
"20160331";"5";"6929,82"
"20170731";"5";"5099,58"
"20180731";"5";"2287,80"
"20160831";"5";"2287,80"
"20170831";"5";"3527,64"
"20190831";"5";"2118,06"
"20161031";"5";"1808,10"
"20190201";"7";"2755,20"
"20170301";"7";"3542,40"
"20181201";"7";"393,60"
"20170102";"7";"1771,20"
"20190102";"7";"1180,80"
"20180302";"7";"3542,40"
"20180802";"7";"4329,60"
"20160902";"7";"1771,20"
"20190103";"7";"1180,80"
"20190403";"7";"1968,00"
"20160503";"7";"2952,00"
"20170803";"7";"3542,40"
"20170404";"7";"2361,60"
"20190404";"7";"3148,80"
"20170804";"7";"3542,40"
"20171004";"7";"2952,00"
"20180505";"7";"2755,20"
"20170605";"7";"4132,80"
"20160805";"7";"2952,00"
"20151105";"7";"1771,20"
"20190506";"7";"3148,80"
"20180706";"7";"3936,00"
"20180207";"7";"2361,60"
"20190207";"7";"2361,60"
"20190507";"7";"1574,40"
"20190607";"7";"1968,00"
"20150707";"7";"1771,20"
"20170907";"7";"3542,40"
"20151207";"7";"4723,20"
"20160408";"7";"2952,00"
"20190608";"7";"787,20"
"20161008";"7";"2952,00"
"20181108";"7";"1574,40"
"20190109";"7";"1180,80"
"20190409";"7";"2361,60"
"20190509";"7";"1968,00"
"20170609";"7";"5904,00"
"20181009";"7";"2755,20"
"20180310";"7";"2361,60"
"20180710";"7";"3542,40"
"20150810";"7";"3542,40"
"20160211";"7";"2952,00"
"20190211";"7";"2361,60"
"20190611";"7";"2361,60"
"20160811";"7";"1771,20"
"20171111";"7";"4723,20"
"20151211";"7";"5313,60"
"20180112";"7";"4723,20"
"20180212";"7";"3542,40"
"20180312";"7";"1771,20"
"20160412";"7";"1771,20"
"20150812";"7";"2361,60"
"20160113";"7";"2361,60"
"20170313";"7";"2361,60"
"20180313";"7";"590,40"
"20190313";"7";"1574,40"
"20171213";"7";"2361,60"
"20181213";"7";"1574,40"
"20160114";"7";"2952,00"
"20170114";"7";"2952,00"
"20170214";"7";"2952,00"
"20170614";"7";"2952,00"
"20180714";"7";"787,20"
"20161114";"7";"4132,80"
"20181214";"7";"1574,40"
"20190115";"7";"2361,60"
"20160615";"7";"590,40"
"20170615";"7";"2361,60"
"20161215";"7";"3542,40"
"20181215";"7";"393,60"
"20160216";"7";"590,40"
"20160316";"7";"4132,80"
"20180416";"7";"3148,80"
"20190416";"7";"1574,40"
"20190516";"7";"1180,80"
"20160716";"7";"2361,60"
"20160816";"7";"1771,20"
"20171016";"7";"3542,40"
"20151116";"7";"3542,40"
"20161116";"7";"2952,00"
"20160217";"7";"1180,80"
"20160317";"7";"2361,60"
"20180317";"7";"1968,00"
"20180717";"7";"3148,80"
"20180817";"7";"3936,00"
"20180917";"7";"2361,60"
"20160118";"7";"5313,60"
"20170118";"7";"3542,40"
"20150818";"7";"2361,60"
"20170119";"7";"4132,80"
"20180219";"7";"3542,40"
"20150819";"7";"1180,80"
"20170919";"7";"3542,40"
"20151019";"7";"2361,60"
"20181119";"7";"1180,80"
"20180420";"7";"3542,40"
"20160520";"7";"24796,80"
"20151120";"7";"4132,80"
"20171120";"7";"2952,00"
"20170121";"7";"2361,60"
"20170321";"7";"3542,40"
"20190521";"7";"1574,40"
"20180721";"7";"1180,80"
"20180821";"7";"3542,40"
