"Producto";"fecha";"udsPrevisionEmpresa"
"1";"2019-10-24";"32590,0800"
"17";"2019-12-14";"4752,7200"
"96";"2020-01-15";"1469,3580"
"20";"2020-02-27";"6547,5360"
"84";"2020-03-18";"1509,7020"
"57";"2019-03-05";"3793,3200"
"13";"2020-03-24";"2833,9200"
"95";"2019-05-30";"5975,8320"
"53";"2019-06-14";"3914,3520"
"5";"2019-07-15";"8829,4320"
"34";"2019-07-24";"1865,6640"
"72";"2019-10-18";"4014,7200"
"60";"2020-01-09";"1196,7900"
"36";"2019-03-14";"2675,4960"
"81";"2019-05-10";"22441,1040"
"48";"2019-08-13";"947,5920"
"58";"2019-10-24";"88,5600"
"46";"2019-12-20";"13065,5520"
"71";"2019-02-27";"556,6980"
"38";"2019-05-30";"19269,4260"
"67";"2019-06-08";"75,2760"
"15";"2019-10-18";"2833,9200"
"91";"2020-03-12";"1360,3800"
"7";"2019-03-02";"6848,6400"
"24";"2019-05-10";"25242,5520"
"45";"2019-05-27";"12362,2380"
"36";"2019-10-09";"5159,1120"
"60";"2019-12-14";"495,9360"
"67";"2020-01-06";"4990,8480"
"18";"2020-01-04";"612,5400"
"14";"2019-02-27";"2009,0820"
"98";"2020-03-09";"2185,9560"
"17";"2019-05-13";"14910,0600"
"3";"2019-05-22";"44681,4720"
"29";"2019-10-12";"503,8080"
"77";"2020-03-21";"171,2160"
"72";"2019-04-15";"10883,0400"
"53";"2019-05-25";"8243,4600"
"74";"2019-06-05";"10065,8280"
"76";"2019-07-29";"270,6000"
"63";"2019-08-28";"323,2440"
"84";"2019-09-14";"126,4440"
"94";"2019-11-25";"3055,3200"
"46";"2019-12-26";"9175,8000"
"43";"2019-03-11";"4704,0120"
"74";"2019-05-13";"8645,6700"
"66";"2019-05-18";"2916,5760"
"55";"2019-08-10";",0000"
"57";"2019-10-03";"1009,5840"
"38";"2019-12-02";"5791,8240"
"68";"2020-01-07";"1259,7660"
"89";"2020-01-24";"3936,4920"
"48";"2020-03-06";"8879,6160"
"71";"2019-03-19";"2612,5200"
"22";"2019-03-23";"2711,4120"
"49";"2019-09-03";"1217,7000"
"61";"2020-01-10";"3115,5900"
"96";"2020-01-21";"1025,3280"
"55";"2020-03-03";"6411,7440"
"15";"2019-03-26";"10107,6480"
"16";"2019-04-22";"18925,7640"
"95";"2019-05-24";"6467,8320"
"46";"2019-05-28";"15997,8720"
"83";"2019-07-26";"158,4240"
"42";"2019-09-06";"1626,5520"
"37";"2019-11-05";"1092,2400"
"52";"2019-11-26";"3514,1100"
"69";"2020-02-03";"2807,3520"
"38";"2019-05-04";"4082,6160"
"59";"2019-05-21";"4814,7120"
"91";"2019-08-19";"1519,0500"
"3";"2019-12-14";"7084,8000"
"81";"2019-12-31";"5930,5680"
"4";"2020-01-10";"15468,4800"
"79";"2019-04-12";"12853,7460"
"30";"2019-04-16";"25145,1360"
"26";"2019-07-26";"632,7120"
"57";"2019-09-27";"1400,7240"
"53";"2019-12-17";"3439,0800"
"74";"2020-01-03";"6423,5520"
"63";"2020-03-27";"704,0520"
"75";"2019-07-02";"333,5760"
"64";"2019-09-24";"1399,7400"
"85";"2019-10-11";"8301,0240"
"30";"2019-11-08";"7893,6480"
"19";"2020-01-31";"5543,3640"
"97";"2020-02-11";"1893,2160"
"88";"2019-05-07";"1965,7860"
"52";"2019-05-24";"16285,6920"
"11";"2020-01-07";"11902,4640"
"23";"2019-04-19";"44356,7520"
"44";"2019-04-30";"7967,9400"
"12";"2019-07-12";"5354,9280"
"33";"2019-07-23";"991,8720"
"22";"2019-10-15";"5687,5200"
"87";"2019-11-08";"4015,7040"
"45";"2019-11-29";"8756,3700"
"3";"2019-12-20";"17097,9840"
"76";"2020-01-31";",0000"
"31";"2019-05-07";"9858,2040"
"98";"2019-08-16";"1350,0480"
"61";"2020-02-08";"23,6160"
"15";"2019-04-24";"5478,9120"
"79";"2019-05-14";"3937,2300"
"32";"2019-07-02";"405,4080"
"96";"2019-07-22";"358,6680"
"72";"2019-05-17";"8924,8800"
"32";"2019-07-25";"2471,8080"
"94";"2019-12-27";"2285,3400"
"11";"2020-01-13";"7053,3120"
"1";"2019-04-30";"17003,5200"
"18";"2019-07-08";"1109,4600"
"1";"2019-11-02";"50443,7760"
"40";"2020-02-17";"2916,5760"
"49";"2019-10-02";"4073,0220"
"72";"2019-11-19";"3424,3200"
"80";"2020-01-02";"647,4720"
"58";"2019-04-30";"250,9200"
"60";"2019-06-20";"3058,2720"
"53";"2019-07-16";"2191,8600"
"23";"2019-12-10";"2355,6960"
"75";"2020-02-25";"1174,8960"
"60";"2019-07-13";"526,9320"
"11";"2019-07-11";"7934,9760"
"63";"2019-09-26";"797,0400"
"15";"2019-11-19";"3967,4880"
"2";"2019-12-19";"18420,4800"
"4";"2020-02-08";"29047,6800"
"29";"2019-04-18";"34475,9160"
"3";"2019-06-20";"21159,9360"
"80";"2019-12-10";",0000"
"4";"2020-01-16";"23025,6000"
"98";"2019-03-09";"177,6120"
"50";"2019-04-09";"7702,0140"
"37";"2019-05-09";"3743,1360"
"58";"2019-05-23";"332,5920"
"89";"2019-07-25";"993,1020"
"68";"2019-07-11";"1571,2020"
"49";"2019-10-08";"9027,2160"
"29";"2019-11-13";"5459,2320"
"34";"2019-08-22";"2066,4000"
"98";"2019-09-11";"631,2360"
"23";"2019-05-15";"27145,1160"
"54";"2019-07-17";"1563,5760"
"76";"2019-01-30";"477,2400"
"9";"2019-11-23";"19286,4000"
"19";"2020-02-26";"7052,3280"
"87";"2019-05-12";"46,4940"
"31";"2019-06-08";"2351,7600"
"20";"2019-08-28";"2024,8260"
"22";"2019-11-16";"1904,0400"
"73";"2020-01-05";"51,6600"
"53";"2020-01-18";"3815,4600"
"49";"2019-03-07";"13514,0100"
"3";"2019-05-31";"47232,0000"
"76";"2019-06-05";"7822,8000"
"67";"2019-06-20";"3509,4360"
"24";"2019-10-15";"13313,5200"
"20";"2020-01-01";"16159,2480"
"85";"2020-01-08";"985,9680"
"40";"2019-05-27";"9304,7040"
"73";"2019-08-09";"603,6840"
"42";"2019-10-31";"3940,9200"
"42";"2019-10-25";"5118,7680"
"11";"2019-12-24";"8926,8480"
"94";"2020-01-16";"1090,2720"
"63";"2020-03-10";"1514,3760"
"70";"2019-03-18";"2103,3000"
"30";"2019-06-01";"2606,6160"
"49";"2019-06-04";"16295,2860"
"2";"2019-12-16";"8501,7600"
"36";"2020-02-15";"2448,1920"
"45";"2020-03-17";"2050,1640"
"72";"2020-03-24";"567,0300"
"79";"2019-03-26";"4140,1800"
"22";"2019-05-11";"3772,6560"
"31";"2019-06-11";"5514,3360"
"30";"2019-06-24";"2952,0000"
"57";"2019-06-25";"2760,1200"
"61";"2019-10-11";"9190,5600"
"69";"2019-11-01";"5461,2000"
"60";"2019-11-16";"1121,7600"
"36";"2020-03-09";"5204,3760"
"88";"2019-04-03";"3176,8440"
"22";"2019-06-03";"11325,5940"
"48";"2019-06-17";"2825,0640"
"23";"2019-11-20";"12903,1920"
"87";"2019-12-10";"1371,2040"
"33";"2019-03-28";"924,9600"
"37";"2019-07-08";"183,5160"
"16";"2019-09-24";"3083,3640"
"49";"2019-12-30";"4261,7040"
"47";"2020-01-25";"307,9920"
"98";"2019-03-06";"3938,4600"
"89";"2019-03-21";"2288,0460"
"13";"2019-05-03";"29177,5680"
"4";"2019-05-18";"61401,6000"
"77";"2019-05-23";"6045,6960"
"11";"2019-05-29";"40005,5040"
"2";"2019-06-13";"5746,5600"
"75";"2019-06-18";"3270,8160"
"32";"2019-11-05";"2633,1840"
"96";"2019-11-25";"3911,4000"
"3";"2019-12-03";"19270,6560"
"12";"2020-01-03";"10603,5840"
"9";"2020-02-14";"11335,6800"
"73";"2020-03-05";"2490,0120"
"24";"2019-04-12";"44174,4660"
"55";"2019-07-24";"2081,1600"
"76";"2019-12-31";",0000"
"29";"2020-01-09";"4270,8060"
"67";"2020-01-15";"2853,1080"
"88";"2019-04-09";"2570,9460"
"59";"2019-05-07";"3460,9740"
"29";"2019-06-14";"9342,0960"
"84";"2019-07-19";"261,9900"
"36";"2019-08-19";"5132,0520"
"81";"2019-08-30";"2297,1480"
"52";"2019-09-27";"2052,6240"
"21";"2019-12-19";"8619,8400"
"84";"2020-01-21";"833,4480"
"69";"2019-04-29";"6947,5320"
"13";"2019-11-28";"22633,9680"
"9";"2019-08-12";"2046,7200"
"63";"2019-08-14";"850,1760"
"5";"2019-11-04";"17365,1400"
"28";"2019-07-23";"1930,6080"
"89";"2019-09-23";"561,8640"
"62";"2019-09-19";"379,3320"
"88";"2019-10-29";"1901,0880"
"13";"2019-11-25";"11146,7520"
"40";"2019-11-29";"5734,2600"
"43";"2019-03-23";"149,0760"
"95";"2019-06-08";"34,4400"
"36";"2019-08-13";"1147,8360"
"22";"2019-12-03";"4355,6760"
"28";"2020-02-17";"6876,1920"
"5";"2019-04-12";"100338,4800"
"96";"2019-04-30";"2474,7600"
"68";"2019-05-09";"6163,7760"
"74";"2019-07-24";"970,9620"
"16";"2019-09-18";"1668,6180"
"31";"2019-12-11";"1853,8560"
"4";"2019-12-13";"17517,1680"
"37";"2020-02-25";"490,0320"
"44";"2019-03-04";"10908,3780"
"87";"2019-04-22";"8774,8200"
"77";"2019-05-17";"3339,4500"
"89";"2019-10-16";"1349,0640"
"4";"2019-11-20";"33298,5600"
"10";"2020-02-04";"7072,9920"
"23";"2019-04-25";"9956,3580"
"50";"2019-04-26";"4714,8360"
"29";"2019-07-10";"4255,5540"
"62";"2019-09-25";"974,1600"
"35";"2019-09-24";"1235,9040"
"96";"2019-05-23";"3621,1200"
"38";"2019-07-18";"1066,1640"
"44";"2019-10-02";"800,7300"
"43";"2019-10-12";"883,6320"
"55";"2020-02-18";"5021,3520"
"4";"2019-04-22";"52191,3600"
"38";"2019-06-22";"1239,8400"
"43";"2019-09-19";"1026,0660"
"59";"2019-11-29";"2081,8980"
"77";"2019-12-18";"1979,3160"
"1";"2020-01-24";"9446,4000"
"19";"2020-02-06";"5571,9000"
"19";"2020-02-12";"13086,2160"
"14";"2019-04-17";"46365,5880"
"32";"2019-05-06";"17988,0120"
"68";"2019-12-07";"277,4880"
"10";"2020-01-29";"5703,2640"
"80";"2019-03-13";"4241,0400"
"53";"2019-03-12";"5353,4520"
"34";"2019-10-07";"247,9680"
"46";"2020-02-13";"10545,5280"
"71";"2019-03-05";"4706,7180"
"13";"2019-04-30";"15645,6000"
"66";"2019-07-06";"62,9760"
"76";"2019-12-05";",0000"
"53";"2020-03-18";"5803,6320"
"5";"2019-04-06";"12721,6440"
"97";"2019-04-17";"10442,7000"
"68";"2019-05-15";"6638,3100"
"11";"2019-06-21";"16751,6160"
"91";"2019-01-31";"349,3200"
"79";"2019-10-21";"1430,9820"
"23";"2019-10-28";"12980,4360"
"78";"2019-12-02";"2742,4080"
"18";"2020-02-22";"393,1080"
"91";"2020-02-27";"1498,1400"
"62";"2019-03-23";"448,7040"
"69";"2019-04-03";"11558,5560"
"40";"2019-05-01";"12900,2400"
"46";"2019-07-16";"2128,3920"
"17";"2019-08-13";"2859,0120"
"67";"2019-12-23";"5410,7700"
"38";"2020-01-20";"4720,7400"
"84";"2019-06-26";"1348,3260"
"61";"2019-10-08";"4551,9840"
"87";"2019-11-14";"1649,1840"
"32";"2019-11-28";"4642,5120"
"3";"2019-12-26";"23143,6800"
"64";"2020-02-26";"3662,4480"
"9";"2020-03-11";"24009,6000"
"49";"2019-06-01";"14726,5440"
"30";"2019-06-04";"9555,6240"
"55";"2019-08-16";"5553,6960"
"26";"2019-09-13";"1355,9520"
"49";"2019-12-04";"9684,5280"
"83";"2020-02-03";"2851,6320"
"7";"2019-03-08";"21018,2400"
"26";"2020-03-17";"1801,4580"
"72";"2019-08-22";"2829,0000"
"30";"2019-12-27";"4424,0640"
"48";"2020-01-09";"3961,5840"
"48";"2020-01-15";"2076,7320"
"3";"2019-06-03";"95125,2480"
"94";"2019-06-21";"3449,9040"
"53";"2019-09-14";"779,3280"
"71";"2019-10-03";"286,5900"
"71";"2019-09-27";"226,8120"
"97";"2019-11-09";"274,5360"
"21";"2019-07-29";"915,1200"
"38";"2019-08-27";"614,5080"
"54";"2019-10-11";"1887,3120"
"81";"2019-11-04";"2996,2800"
"55";"2020-01-06";"3603,4080"
"24";"2020-03-06";"14964,6720"
"68";"2019-04-02";"3391,6020"
"67";"2019-04-15";"21861,5280"
"42";"2019-06-04";"7753,4280"
"69";"2019-06-05";"11673,6840"
"7";"2019-01-30";"1416,9600"
"79";"2019-09-14";"46,7400"
"12";"2019-10-29";"7210,7520"
"89";"2019-11-25";"1127,6640"
"16";"2020-02-14";"9151,2000"
"59";"2019-03-25";"5467,3500"
"76";"2019-04-23";"3360,3600"
"80";"2019-08-09";"2252,6220"
"68";"2019-10-28";"2360,8620"
"69";"2019-12-31";"6178,5360"
"36";"2020-01-09";"3657,0360"
"55";"2019-06-17";"4109,1840"
"58";"2019-07-25";"50,1840"
"88";"2019-08-30";"309,4680"
"59";"2019-09-27";"521,0280"
"45";"2019-10-26";"599,2560"
"83";"2019-12-02";"6178,5360"
"14";"2019-12-19";"13407,9840"
"91";"2020-01-21";"1602,9360"
"22";"2020-02-07";"3948,3000"
"67";"2019-03-23";"12,5460"
"62";"2019-04-29";"4764,5280"
"48";"2019-11-07";"4345,3440"
"30";"2020-03-02";"3873,0240"
"57";"2020-03-03";"271,5840"
"32";"2019-03-01";"7261,9200"
"96";"2019-03-21";"1810,5600"
"9";"2019-03-22";"13020,2880"
"33";"2019-05-04";"767,5200"
"70";"2019-05-23";"11131,5000"
"97";"2019-05-24";"6528,8400"
"69";"2019-06-11";"3843,5040"
"10";"2019-08-16";"12374,7840"
"74";"2019-09-05";"568,7520"
"31";"2019-11-01";"5953,2000"
"61";"2019-12-07";"222,1380"
"28";"2019-12-13";"2869,3440"
"13";"2020-01-07";"5732,7840"
"77";"2020-01-27";"579,0840"
"53";"2019-03-29";"17019,7560"
"35";"2019-07-23";"1700,3520"
"95";"2019-10-29";",0000"
"72";"2020-02-10";"2706,0000"
"10";"2020-03-12";"17402,0400"
"81";"2019-04-09";"13924,0920"
"48";"2019-04-12";"34410,4800"
"32";"2019-09-26";"1613,7600"
"2";"2020-02-20";"12595,2000"
"73";"2019-03-19";"1983,9900"
"20";"2019-05-20";"29029,2300"
"5";"2019-06-14";"20615,2920"
"21";"2019-07-23";"3453,8400"
"50";"2019-07-01";"637,6320"
"9";"2019-09-24";"1889,2800"
"84";"2019-12-09";"699,6240"
"78";"2019-12-16";"1844,0160"
"88";"2020-03-26";"231,4860"
"96";"2019-03-15";"747,3480"
"3";"2019-03-26";"28055,8080"
"16";"2019-08-12";"2263,2000"
"17";"2019-10-15";"13378,4640"
"76";"2019-11-18";"265,6800"
"28";"2019-12-19";"12575,5200"
"77";"2020-01-21";"1066,6560"
"46";"2019-03-18";"2580,0480"
"89";"2019-04-30";"1635,9000"
"47";"2019-05-21";"11402,1000"
"61";"2019-11-17";"14,0220"
"99";"2020-02-11";"2391,1200"
"48";"2019-04-15";"20393,4000"
"22";"2019-06-20";"8048,6280"
"58";"2019-07-19";"13,2840"
"15";"2019-01-31";"1275,2640"
"60";"2019-09-14";"422,1360"
"32";"2019-09-23";"1157,1840"
"89";"2019-05-03";"8145,0600"
"48";"2019-05-08";"12799,8720"
"49";"2019-07-11";"4313,6100"
"37";"2019-09-12";"526,4400"
"20";"2019-11-22";"20154,2880"
"84";"2019-12-12";"549,5640"
"85";"2020-02-14";"6557,3760"
"70";"2019-05-20";"13698,5100"
"72";"2019-07-13";"1357,9200"
"77";"2019-07-25";"924,9600"
"23";"2019-10-11";"16344,2400"
"84";"2019-11-19";"1567,5120"
"11";"2019-11-14";"7273,7280"
"74";"2019-03-06";"6199,2000"
"30";"2020-02-05";"2686,3200"
"35";"2020-02-17";"5730,8160"
"80";"2020-02-28";"2686,3200"
"23";"2019-09-18";"1770,2160"
"82";"2019-09-26";"1102,0800"
"10";"2019-09-11";"4717,2960"
"85";"2020-03-11";"1751,5200"
"1";"2019-03-01";"17003,5200"
"62";"2019-05-02";"8643,4560"
"75";"2019-05-09";"4835,3760"
"63";"2019-07-05";"556,4520"
"77";"2019-07-02";"214,7580"
"97";"2019-12-19";"2543,1480"
"84";"2019-05-17";"5790,5940"
"4";"2019-10-05";"22671,3600"
"96";"2019-10-16";"2600,7120"
"58";"2020-01-21";"80,6880"
"16";"2020-02-11";"4244,7300"
"60";"2019-03-12";"1358,9040"
"61";"2019-05-15";"11785,8600"
"73";"2019-10-14";"4468,5900"
"47";"2019-11-23";"535,5420"
"49";"2020-01-13";"4305,0000"
"85";"2020-02-20";"1590,3900"
"57";"2020-02-26";"66,9120"
"36";"2019-06-11";"4831,4400"
"44";"2019-07-28";"2,4600"
"46";"2019-09-20";"1632,4560"
"45";"2019-09-30";"1444,5120"
"47";"2019-12-16";"4178,0640"
"49";"2020-02-08";"4014,7200"
"34";"2019-05-14";"118,0800"
"35";"2019-07-17";"1861,7280"
"54";"2019-10-08";"1398,2640"
"46";"2019-10-13";"206,6400"
"98";"2019-12-03";"1794,8160"
"13";"2020-01-30";"6458,9760"
"20";"2019-04-30";"11478,3600"
"50";"2019-06-05";"11798,6520"
"94";"2020-02-28";"3402,6720"
"52";"2020-03-14";"496,9200"
"78";"2019-06-19";"2870,5740"
"49";"2019-07-17";"2644,5000"
"79";"2019-08-22";"2776,3560"
"74";"2019-09-28";"13,2840"
"83";"2019-12-25";"950,5440"
"28";"2020-01-08";"2789,6400"
"29";"2020-03-12";",0000"
"68";"2019-03-30";"2346,8400"
"82";"2019-10-22";"3148,8000"
"42";"2019-12-10";"1195,5600"
"72";"2020-01-15";"1992,6000"
"43";"2020-02-12";"5791,8240"
"79";"2020-03-21";"27,5520"
"87";"2019-03-13";"3313,3740"
"64";"2019-06-25";"3180,0420"
"67";"2019-11-13";"4234,8900"
"12";"2019-04-06";"575,6400"
"91";"2019-06-26";"1300,8480"
"68";"2019-10-02";"943,1640"
"76";"2019-10-26";"1948,3200"
"4";"2019-03-13";"22671,3600"
"98";"2019-05-11";"267,1560"
"14";"2019-06-22";"1228,2780"
"18";"2019-10-05";"816,2280"
"36";"2020-02-01";"943,1640"
"45";"2019-03-28";"12685,7280"
"64";"2019-06-19";"6374,3520"
"22";"2019-07-10";"2317,5660"
"64";"2019-12-25";"4036,3680"
"19";"2019-05-13";"19879,2600"
"72";"2019-09-14";"772,4400"
"97";"2019-10-20";"11,8080"
"70";"2019-04-10";"15831,5760"
"31";"2019-04-26";"13824,2160"
"78";"2019-05-24";"10299,0360"
"1";"2019-06-12";"25032,9600"
"48";"2019-07-10";"1760,8680"
"9";"2019-07-26";"1653,1200"
"82";"2019-09-09";"1102,0800"
"43";"2019-09-25";"2555,6940"
"97";"2019-09-27";"736,5240"
"63";"2020-03-16";"1014,0120"
"31";"2019-04-03";"16785,0720"
"78";"2019-05-01";"3904,0200"
"14";"2019-11-29";"21304,5840"
"91";"2020-02-10";"1887,8040"
"88";"2019-04-26";"3309,6840"
"21";"2019-12-02";"7055,2800"
"73";"2020-02-17";"4250,8800"
"49";"2019-04-19";"30343,8540"
"70";"2019-05-03";"10187,3520"
"96";"2019-05-17";"5978,7840"
"57";"2019-06-02";"4,1820"
"30";"2019-07-17";"1078,4640"
"61";"2019-09-18";"713,6460"
"82";"2019-10-02";"2361,6000"
"24";"2019-11-01";"11523,8700"
"81";"2020-03-09";"23412,3120"
"72";"2019-03-12";"2863,4400"
"76";"2019-06-22";"2435,4000"
"71";"2019-09-13";"277,9800"
"5";"2019-09-19";"2370,4560"
"31";"2019-10-29";"4014,7200"
"74";"2020-03-12";"3905,4960"
"52";"2019-04-17";"18333,1500"
"83";"2019-06-19";"1267,3920"
"12";"2019-06-25";"3947,8080"
"14";"2019-12-05";"13027,1760"
"57";"2019-12-11";"88,5600"
"48";"2020-01-29";"1979,3160"
"15";"2019-03-12";"6659,7120"
"94";"2019-07-08";"841,8120"
"68";"2019-12-24";"1014,0120"
"37";"2020-01-16";"758,6640"
"97";"2019-03-25";"5592,8100"
"34";"2019-04-01";"1267,3920"
"98";"2019-04-21";"4,1820"
"2";"2019-07-29";"2282,8800"
"16";"2019-10-08";"11491,1520"
"60";"2019-12-03";"1263,4560"
"75";"2019-12-27";"2420,6400"
"30";"2020-01-13";"1889,2800"
"45";"2020-02-06";"3053,1060"
"64";"2020-03-20";"3914,8440"
"87";"2019-04-02";"5297,6100"
"1";"2019-06-06";"34479,3600"
"53";"2019-01-31";"854,6040"
"26";"2019-10-03";"4528,3680"
"52";"2019-11-12";"3692,4600"
"67";"2019-11-30";"28,0440"
"53";"2020-02-27";"6243,4800"
"95";"2019-04-23";"3114,6060"
"63";"2019-08-20";"1343,1600"
"36";"2019-09-28";"788,1840"
"57";"2019-12-05";"270,1080"
"78";"2019-12-19";"2366,0280"
"48";"2020-02-04";"1641,3120"
"9";"2020-02-20";"6691,2000"
"69";"2019-03-14";"3278,1960"
"24";"2019-04-06";"12265,0680"
"58";"2019-06-06";"313,8960"
"19";"2019-06-22";"1862,2200"
"10";"2019-08-22";"16634,5200"
"52";"2019-11-09";"625,8240"
"49";"2019-11-14";"4661,9460"
"70";"2019-11-28";"10,3320"
"4";"2019-12-10";"11571,8400"
"82";"2019-03-07";"7714,5600"
"17";"2020-03-12";"13754,3520"
"18";"2019-09-12";"4537,2240"
"47";"2020-01-08";"3799,9620"
"19";"2020-01-17";"8429,4360"
"53";"2020-03-24";"1136,5200"
"87";"2019-03-30";",0000"
"77";"2019-10-30";"1587,6840"
"83";"2020-01-14";",0000"
"69";"2019-04-09";"10758,5640"
"29";"2019-06-17";"7195,5000"
"17";"2019-08-19";"9576,2880"
"16";"2019-10-11";"21610,6080"
"98";"2019-10-24";"1669,1100"
"59";"2019-11-06";"1569,9720"
"40";"2019-12-16";"1493,7120"
"1";"2020-01-04";"29472,7680"
"26";"2019-03-11";"6316,7880"
"4";"2019-06-04";"53726,4000"
"47";"2019-06-10";"8675,9280"
"81";"2019-08-16";"7466,5920"
"98";"2019-11-16";"120,5400"
"46";"2020-03-27";"2233,6800"
"77";"2019-11-25";"1614,7440"
"11";"2019-12-07";"4628,7360"
"58";"2020-01-04";",0000"
"23";"2019-03-13";"12522,3840"
"44";"2019-03-24";"8,1180"
"57";"2019-05-13";"12356,5800"
"35";"2019-08-12";"1444,5120"
"34";"2019-10-30";"3278,6880"
"47";"2019-12-13";"2639,5800"
"11";"2019-12-30";"7053,3120"
"33";"2019-03-08";"3569,9520"
"34";"2019-03-29";"40855,6800"
"26";"2019-04-03";"11167,4160"
"80";"2019-04-05";"4213,7340"
"22";"2019-05-31";"14530,4820"
"57";"2019-06-05";"16515,9480"
"46";"2019-08-28";"898,3920"
"87";"2019-10-25";"2905,2600"
"29";"2019-12-20";"11131,9920"
"76";"2020-01-17";",0000"
"37";"2020-02-05";"1193,1000"
"54";"2019-02-27";"863,7060"
"18";"2020-03-13";"15391,7280"
"62";"2019-04-12";"25204,1760"
"96";"2019-06-12";"1120,2840"
"17";"2019-07-24";"6627,9780"
"68";"2019-12-30";"1403,1840"
"76";"2020-02-12";",0000"
"10";"2020-02-24";"5375,5920"
"99";"2020-03-02";",0000"
"89";"2020-03-27";"648,4560"
"23";"2019-04-05";"20162,1600"
"74";"2019-08-19";"2174,1480"
"87";"2019-10-02";"1294,4520"
"13";"2019-11-08";"19231,2960"
"88";"2019-11-21";"2521,0080"
"14";"2019-05-07";"14646,8400"
"82";"2019-09-06";"2361,6000"
"21";"2019-05-04";"17889,1200"
"58";"2019-07-02";"21,1560"
"64";"2019-09-16";"549,8100"
"76";"2020-01-23";",0000"
"13";"2019-04-10";"32513,3280"
"45";"2019-07-09";"1242,7920"
"66";"2019-07-26";"545,1360"
"72";"2019-10-10";"5077,4400"
"80";"2019-10-28";"3449,1660"
"10";"2020-02-18";"11613,1680"
"54";"2019-03-19";"3186,9300"
"5";"2019-03-23";"21232,2600"
"60";"2019-06-03";"4779,7800"
"1";"2019-07-02";"2172,6720"
"74";"2019-08-13";"505,2840"
"49";"2019-12-10";"2469,8400"
"4";"2020-01-02";"38966,4000"
"17";"2020-02-15";"12823,4880"
"17";"2020-02-21";"12910,0800"
"38";"2020-03-03";"5010,0360"
"92";"2020-03-05";"14134,1760"
"18";"2019-08-20";"8360,3100"
"98";"2019-03-26";"4094,6700"
"61";"2019-03-16";",2460"
"16";"2019-04-08";"17881,7400"
"95";"2019-05-16";"5327,6220"
"29";"2019-05-28";"17775,2220"
"50";"2019-06-08";"4938,6960"
"96";"2019-12-15";"42,8040"
"40";"2019-06-13";"2221,3800"
"28";"2019-08-15";"3847,9320"
"5";"2019-10-15";"23509,7280"
"20";"2020-02-04";"5953,2000"
"64";"2019-03-05";"5882,8440"
"3";"2019-06-14";"13224,9600"
"62";"2019-06-22";"764,5680"
"67";"2019-07-01";"911,9220"
"72";"2019-09-25";"1608,8400"
"12";"2020-01-17";"6104,7360"
"84";"2020-02-01";"199,2600"
"52";"2019-04-08";"8490,4440"
"76";"2019-07-12";"1357,9200"
"77";"2019-09-14";"194,8320"
"29";"2019-11-04";"5766,2400"
"88";"2019-11-12";"1186,9500"
"1";"2019-11-13";"29472,7680"
"87";"2019-11-25";"3554,2080"
"98";"2020-02-15";"222,3840"
"98";"2020-02-21";"1601,4600"
"50";"2019-03-11";"4389,6240"
"53";"2019-07-10";"2190,3840"
"63";"2019-10-13";"175,6440"
"10";"2019-11-21";"26491,2480"
"87";"2019-12-18";"2949,0480"
"75";"2020-02-19";"2072,3040"
"7";"2019-03-25";"27630,7200"
"66";"2019-04-02";"5562,5520"
"24";"2019-04-23";"18353,3220"
"74";"2019-05-16";"9950,4540"
"62";"2019-07-18";"411,8040"
"63";"2019-09-20";"565,3080"
"46";"2019-12-03";"5797,7280"
"47";"2020-02-05";"6603,8700"
"91";"2019-03-06";"2920,0200"
"50";"2020-03-17";"1713,6360"
"95";"2019-06-19";"3290,4960"
"37";"2019-11-22";"2215,9680"
"48";"2020-02-18";"2810,3040"
"17";"2019-06-28";"5543,1180"
"76";"2019-07-06";"373,9200"
"36";"2019-09-19";"989,1660"
"32";"2019-12-09";"1605,8880"
"77";"2019-03-12";"1021,3920"
"44";"2019-03-21";"4868,0940"
"74";"2019-04-26";"5546,5620"
"54";"2019-06-24";"4847,1840"
"55";"2019-08-27";"649,4400"
"80";"2019-10-25";"2469,8400"
"9";"2019-12-07";"7793,2800"
"76";"2020-02-03";",0000"
"26";"2019-06-10";"8630,1720"
"31";"2019-06-22";"1308,7200"
"99";"2019-10-22";"221,4000"
"53";"2020-02-01";"2785,2120"
"84";"2020-02-27";"1845,0000"
"75";"2019-08-17";"878,2200"
"66";"2019-10-31";"2160,8640"
"96";"2019-12-06";"2448,9300"
"67";"2020-01-03";"5942,3760"
"92";"2020-03-16";"7740,1440"
"10";"2019-04-29";"16224,1920"
"40";"2019-06-04";"8944,5600"
"11";"2019-07-02";"2314,3680"
"59";"2019-12-10";"853,1280"
"68";"2020-01-10";"715,3680"
"11";"2020-02-22";"8265,6000"
"69";"2020-03-20";"6832,4040"
"36";"2020-03-23";"1720,0320"
"81";"2019-06-25";"7590,5760"
"48";"2019-06-28";"2377,8360"
"58";"2019-10-01";"53,1360"
"58";"2019-10-07";"265,1880"
"57";"2019-11-12";"118,0800"
"15";"2019-12-03";"2833,9200"
"37";"2019-04-30";"1781,0400"
"62";"2019-07-12";"1673,7840"
"14";"2019-08-12";"2431,4640"
"43";"2019-10-29";"4823,5680"
"16";"2019-10-28";"9700,0260"
"17";"2019-12-31";"11638,2600"
"20";"2020-02-10";"11821,5300"
"78";"2020-03-02";"2807,3520"
"2";"2019-04-05";"29047,6800"
