"id";"iniciopromo";"finpromo";"semanainicio";"semanafin";"Producto";"preciotarifa";"preciopromocion";"cantidad";"tipopromo"
"4";"2015-12-09 00:00:00";"2016-01-03 00:00:00";"50";"1";"88";"3,61050";"3,58050";"";""
"5";"2016-02-12 00:00:00";"2016-02-28 00:00:00";"7";"9";"33";"6,68682";"6,07569";"";""
"7";"2016-02-12 00:00:00";"2016-02-28 00:00:00";"7";"9";"34";"6,68682";"6,07569";"";""
"9";"2016-02-12 00:00:00";"2016-02-28 00:00:00";"7";"9";"33";"6,68682";"6,07569";"";""
"10";"2016-02-12 00:00:00";"2016-02-28 00:00:00";"7";"9";"34";"6,68682";"6,07569";"";""
"11";"2016-01-04 00:00:00";"2016-01-08 00:00:00";"2";"2";"46";"4,03941";"3,91902";"";""
"12";"2016-01-04 00:00:00";"2016-01-08 00:00:00";"2";"2";"46";"4,03941";"3,91902";"";""
"13";"2016-01-04 00:00:00";"2016-01-08 00:00:00";"2";"2";"46";"4,03941";"3,91902";"";""
"14";"2016-01-04 00:00:00";"2016-01-08 00:00:00";"2";"2";"46";"4,03941";"3,91902";"";""
"15";"2016-01-05 00:00:00";"2016-01-15 00:00:00";"2";"3";"32";"4,26300";"4,18500";"";""
"16";"2016-01-05 00:00:00";"2016-01-15 00:00:00";"2";"3";"32";"4,26300";"4,18500";"";""
"17";"2016-01-05 00:00:00";"2016-01-15 00:00:00";"2";"3";"32";"4,26300";"4,18500";"";""
"18";"2016-01-05 00:00:00";"2016-01-15 00:00:00";"2";"3";"32";"4,26300";"4,18500";"";""
"19";"2016-01-13 00:00:00";"2016-01-22 00:00:00";"3";"4";"30";"4,39350";"4,41750";"";""
"20";"2016-01-13 00:00:00";"2016-01-22 00:00:00";"3";"4";"30";"4,39350";"4,41750";"";""
"21";"2016-01-13 00:00:00";"2016-01-22 00:00:00";"3";"4";"30";"4,39350";"4,41750";"";""
"22";"2016-01-13 00:00:00";"2016-01-22 00:00:00";"3";"4";"30";"4,39350";"4,41750";"";""
"23";"2016-01-16 00:00:00";"2016-01-25 00:00:00";"3";"5";"64";"3,85497";"3,66048";"";""
"24";"2016-01-23 00:00:00";"2016-02-01 00:00:00";"4";"6";"16";"4,02375";"4,04922";"";""
"27";"2015-12-30 00:00:00";"2016-01-30 00:00:00";"53";"5";"19";"4,39176";"4,45842";"";""
"28";"2016-01-14 00:00:00";"2016-01-30 00:00:00";"3";"5";"33";"6,21702";"4,98387";"";""
"29";"2016-01-14 00:00:00";"2016-01-30 00:00:00";"3";"5";"34";"6,21702";"4,98387";"";""
"30";"2015-12-28 00:00:00";"2016-01-16 00:00:00";"53";"3";"57";"3,46260";"3,14340";"";""
"37";"2016-01-05 00:00:00";"2016-01-25 00:00:00";"2";"5";"50";"5,68980";"5,59395";"";""
"38";"2016-01-05 00:00:00";"2016-01-25 00:00:00";"2";"5";"50";"5,68980";"5,59395";"";""
"39";"2016-01-05 00:00:00";"2016-01-25 00:00:00";"2";"5";"50";"5,68980";"5,59395";"";""
"40";"2015-12-28 00:00:00";"2016-01-10 00:00:00";"53";"2";"44";"3,61050";"3,58050";"";""
"43";"2015-12-30 00:00:00";"2016-01-09 00:00:00";"53";"2";"87";"4,95900";"5,02200";"";""
"44";"2015-12-30 00:00:00";"2016-01-09 00:00:00";"53";"2";"70";"4,17600";"4,18500";"";""
"47";"2016-01-11 00:00:00";"2016-01-16 00:00:00";"3";"3";"94";"3,69750";"3,67350";"";""
"48";"2016-01-29 00:00:00";"2016-02-05 00:00:00";"5";"6";"42";"4,74150";"4,65000";"";""
"49";"2016-01-29 00:00:00";"2016-02-05 00:00:00";"5";"6";"42";"4,74150";"4,65000";"";""
"50";"2016-01-29 00:00:00";"2016-02-05 00:00:00";"5";"6";"42";"4,74150";"4,65000";"";""
"51";"2016-01-29 00:00:00";"2016-02-05 00:00:00";"5";"6";"42";"4,74150";"4,65000";"";""
"52";"2016-02-05 00:00:00";"2016-02-12 00:00:00";"6";"7";"35";"4,65450";"4,37100";"";""
"53";"2016-02-05 00:00:00";"2016-02-12 00:00:00";"6";"7";"35";"4,65450";"4,37100";"";""
"54";"2016-02-05 00:00:00";"2016-02-12 00:00:00";"6";"7";"35";"4,65450";"4,37100";"";""
"55";"2016-02-05 00:00:00";"2016-02-12 00:00:00";"6";"7";"35";"4,65450";"4,37100";"";""
"56";"2016-02-17 00:00:00";"2016-02-25 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"57";"2016-02-17 00:00:00";"2016-02-25 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"58";"2016-02-17 00:00:00";"2016-02-25 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"59";"2016-02-17 00:00:00";"2016-02-25 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"60";"2016-01-11 00:00:00";"2016-01-18 00:00:00";"3";"4";"59";"4,99380";"4,80810";"";""
"61";"2016-01-11 00:00:00";"2016-01-18 00:00:00";"3";"4";"67";"4,39350";"4,23150";"";""
"62";"2016-01-11 00:00:00";"2016-01-16 00:00:00";"3";"3";"71";"3,61050";"3,58050";"";""
"63";"2016-01-11 00:00:00";"2016-01-16 00:00:00";"3";"3";"70";"4,17600";"4,18500";"";""
"64";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"38";"3,67140";"3,92460";"";"MERCANCÍA SIN CARGO"
"65";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"26";"3,67140";"3,92460";"";"MERCANCÍA SIN CARGO"
"67";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"36";"3,65400";"3,90600";"";"MERCANCÍA SIN CARGO"
"69";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"38";"3,67140";"3,92460";"";"MERCANCÍA SIN CARGO"
"70";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"26";"3,67140";"3,92460";"";"MERCANCÍA SIN CARGO"
"72";"2016-01-27 00:00:00";"2016-02-11 00:00:00";"5";"7";"36";"3,65400";"3,90600";"";"MERCANCÍA SIN CARGO"
"74";"2016-01-15 00:00:00";"2016-01-25 00:00:00";"3";"5";"10";"3,74100";"3,99900";"";""
"75";"2016-01-14 00:00:00";"2016-01-22 00:00:00";"3";"4";"10";"3,74100";"3,99900";"";""
"76";"2016-01-14 00:00:00";"2016-01-22 00:00:00";"3";"4";"10";"3,74100";"3,99900";"";""
"77";"2016-01-14 00:00:00";"2016-01-22 00:00:00";"3";"4";"10";"3,74100";"3,99900";"";""
"78";"2016-01-14 00:00:00";"2016-01-22 00:00:00";"3";"4";"10";"3,74100";"3,99900";"";""
"79";"2016-01-14 00:00:00";"2016-01-22 00:00:00";"3";"4";"10";"3,74100";"3,99900";"";""
"88";"2016-01-18 00:00:00";"2016-01-24 00:00:00";"4";"4";"94";"3,69750";"3,67350";"";""
"89";"2016-01-18 00:00:00";"2016-01-24 00:00:00";"4";"4";"88";"3,61050";"3,58050";"";""
"91";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"68";"6,14394";"5,91480";"";""
"92";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"22";"5,76375";"5,54280";"";""
"93";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"17";"6,11523";"5,87760";"";""
"94";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"68";"6,14394";"5,91480";"";""
"95";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"22";"5,76375";"5,54280";"";""
"96";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"17";"6,11523";"5,87760";"";""
"97";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"68";"6,14394";"5,91480";"";""
"98";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"22";"5,76375";"5,54280";"";""
"99";"2016-01-18 00:00:00";"2016-01-19 00:00:00";"4";"4";"17";"6,11523";"5,87760";"";""
"100";"2016-01-18 00:00:00";"2016-01-23 00:00:00";"4";"4";"71";"3,61050";"3,58050";"";""
"102";"2016-01-25 00:00:00";"2016-01-30 00:00:00";"5";"5";"44";"3,61050";"3,58050";"";""
"103";"2016-01-25 00:00:00";"2016-01-30 00:00:00";"5";"5";"67";"4,35000";"4,37100";"";""
"104";"2016-01-25 00:00:00";"2016-01-30 00:00:00";"5";"5";"20";"3,43650";"3,39450";"";""
"106";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"38";"5,45490";"5,25450";"";""
"107";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"38";"5,45490";"5,25450";"";""
"108";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"38";"5,45490";"5,25450";"";""
"109";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"26";"4,94682";"4,76160";"";""
"110";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"26";"4,94682";"4,76160";"";""
"111";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"26";"4,94682";"4,76160";"";""
"115";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"36";"4,76760";"4,59420";"";""
"116";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"36";"4,76760";"4,59420";"";""
"117";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"36";"4,76760";"4,59420";"";""
"118";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"59";"6,28140";"6,04500";"";""
"119";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"59";"6,28140";"6,04500";"";""
"120";"2016-01-25 00:00:00";"2016-01-26 00:00:00";"5";"5";"59";"6,28140";"6,04500";"";""
"122";"2016-02-05 00:00:00";"2016-02-15 00:00:00";"6";"8";"18";"5,02947";"4,85181";"";""
"123";"2016-02-12 00:00:00";"2016-02-22 00:00:00";"7";"9";"43";"5,02947";"4,85181";"";""
"124";"2016-02-19 00:00:00";"2016-02-29 00:00:00";"8";"10";"79";"3,37386";"3,38706";"";""
"125";"2016-02-19 00:00:00";"2016-02-29 00:00:00";"8";"10";"19";"4,39176";"4,45842";"";""
"128";"2016-01-25 00:00:00";"2016-02-07 00:00:00";"5";"6";"44";"3,61050";"3,53400";"";"PRECIO"
"131";"2016-01-22 00:00:00";"2016-01-29 00:00:00";"4";"5";"61";"3,48000";"3,72000";"";"ABONO 20% FINAL PROMO"
"132";"2016-01-22 00:00:00";"2016-01-29 00:00:00";"4";"5";"23";"3,69750";"3,95250";"";"ABONO 20% FINAL PROMO"
"134";"2016-01-27 00:00:00";"2016-02-08 00:00:00";"5";"7";"59";"6,28140";"5,91480";"";"PRECIO"
"136";"2016-01-25 00:00:00";"2016-01-31 00:00:00";"5";"5";"23";"3,78450";"3,76650";"";"PRECIO"
"137";"2016-01-25 00:00:00";"2016-01-31 00:00:00";"5";"5";"98";"3,39300";"3,34800";"";"PRECIO"
"146";"2016-01-27 00:00:00";"2016-02-08 00:00:00";"5";"7";"59";"6,28140";"5,90550";"";"PRECIO"
"147";"2016-01-27 00:00:00";"2016-02-08 00:00:00";"5";"7";"59";"6,28140";"5,90550";"";"PRECIO"
"148";"2016-01-27 00:00:00";"2016-02-08 00:00:00";"5";"7";"59";"6,28140";"5,90550";"";"PRECIO"
"150";"2016-02-01 00:00:00";"2016-02-07 00:00:00";"6";"6";"74";"1,17450";",97650";"";"PRECIO"
"152";"2016-03-11 00:00:00";"2016-03-25 00:00:00";"11";"13";"29";"3,55221";"3,55074";"";"PRECIO"
"153";"2016-02-01 00:00:00";"2016-02-07 00:00:00";"6";"6";"96";"4,91550";"4,97550";"";"PRECIO"
"156";"2016-02-08 00:00:00";"2016-02-14 00:00:00";"7";"7";"67";"4,35000";"4,37100";"";"PRECIO"
"157";"2016-02-08 00:00:00";"2016-02-16 00:00:00";"7";"8";"26";"3,78450";"3,64560";"";"PRECIO"
"158";"2016-02-08 00:00:00";"2016-02-17 00:00:00";"7";"8";"97";"3,48000";"3,34800";"";"PRECIO"
"159";"2016-03-29 00:00:00";"2016-04-25 00:00:00";"14";"18";"33";"6,21702";"5,64882";"";""
"160";"2016-03-29 00:00:00";"2016-04-25 00:00:00";"14";"18";"34";"6,21702";"5,64882";"";""
"161";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"11";""
"162";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"11";""
"163";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"17";""
"164";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"6";""
"165";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"11";""
"166";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"14";""
"167";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"6";""
"168";"2016-02-24 00:00:00";"2016-02-26 00:00:00";"9";"9";"9";"";"";"9";""
"177";"2016-02-12 00:00:00";"2016-02-12 00:00:00";"7";"7";"1";"";"";"11";""
"178";"2016-02-19 00:00:00";"2016-02-19 00:00:00";"8";"8";"9";"";"";"10";""
"179";"2016-02-19 00:00:00";"2016-02-19 00:00:00";"8";"8";"1";"";"";"24";""
"181";"2016-02-01 00:00:00";"2016-02-02 00:00:00";"6";"6";"50";"5,68806";"5,46840";"";"PRECIO"
"182";"2016-02-01 00:00:00";"2016-02-02 00:00:00";"6";"6";"50";"5,68806";"5,46840";"";"PRECIO"
"183";"2016-02-01 00:00:00";"2016-02-02 00:00:00";"6";"6";"50";"5,68806";"5,46840";"";"PRECIO"
"184";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"74";"1,61820";"1,53450";"";"PRECIO"
"185";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"74";"1,61820";"1,53450";"";"PRECIO"
"186";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"74";"1,61820";"1,53450";"";"PRECIO"
"187";"2016-02-05 00:00:00";"2016-02-19 00:00:00";"6";"8";"70";"5,39400";"5,20800";"";"PRECIO"
"188";"2016-02-10 00:00:00";"2016-02-23 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"189";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"190";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"191";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"192";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"193";"2016-02-09 00:00:00";"2016-02-22 00:00:00";"7";"9";"10";"3,74100";"3,81300";"";""
"195";"2016-02-08 00:00:00";"2016-02-14 00:00:00";"7";"7";"61";"3,48000";"3,44100";"";"PRECIO"
"196";"2016-03-24 00:00:00";"2016-04-04 00:00:00";"13";"15";"64";"3,75057";"3,65769";"";"FOLLETO"
"197";"2016-03-24 00:00:00";"2016-04-04 00:00:00";"13";"15";"84";"3,85497";"3,87159";"";"FOLLETO"
"199";"2016-04-01 00:00:00";"2016-04-15 00:00:00";"14";"16";"81";"5,00250";"3,47541";"";"SEGÚN REDENCIÓN"
"200";"2016-02-15 00:00:00";"2016-02-20 00:00:00";"8";"8";"71";"3,61050";"3,58050";"";"PRECIO"
"202";"2016-02-22 00:00:00";"2016-02-28 00:00:00";"9";"9";"71";"3,61050";"3,58050";"";"PRECIO"
"204";"2016-02-24 00:00:00";"2016-03-04 00:00:00";"9";"10";"30";"4,39350";"4,41750";"";""
"205";"2016-02-24 00:00:00";"2016-03-04 00:00:00";"9";"10";"30";"4,39350";"4,41750";"";""
"206";"2016-02-25 00:00:00";"2016-03-04 00:00:00";"9";"10";"30";"4,39350";"4,41750";"";""
"207";"2016-02-25 00:00:00";"2016-03-04 00:00:00";"9";"10";"30";"4,39350";"4,41750";"";""
"208";"2016-03-11 00:00:00";"2016-03-18 00:00:00";"11";"12";"55";"3,95850";"3,96645";"";""
"209";"2016-03-11 00:00:00";"2016-03-18 00:00:00";"11";"12";"55";"3,95850";"3,96645";"";""
"210";"2016-03-14 00:00:00";"2016-03-18 00:00:00";"12";"12";"55";"3,95850";"3,96645";"";""
"211";"2016-03-14 00:00:00";"2016-03-18 00:00:00";"12";"12";"55";"3,95850";"3,96645";"";""
"212";"2016-03-18 00:00:00";"2016-03-25 00:00:00";"12";"13";"42";"4,74150";"4,65000";"";""
"213";"2016-03-18 00:00:00";"2016-03-25 00:00:00";"12";"13";"42";"4,74150";"4,65000";"";""
"214";"2016-03-21 00:00:00";"2016-03-25 00:00:00";"13";"13";"42";"4,74150";"4,65000";"";""
"215";"2016-03-21 00:00:00";"2016-03-25 00:00:00";"13";"13";"42";"4,74150";"4,65000";"";""
"216";"2016-03-23 00:00:00";"2016-04-01 00:00:00";"13";"14";"12";"4,74150";"4,32450";"";""
"217";"2016-03-23 00:00:00";"2016-04-01 00:00:00";"13";"14";"12";"4,74150";"4,32450";"";""
"218";"2016-03-28 00:00:00";"2016-04-01 00:00:00";"14";"14";"12";"4,74150";"4,32450";"";""
"219";"2016-03-28 00:00:00";"2016-04-01 00:00:00";"14";"14";"12";"4,74150";"4,32450";"";""
"220";"2016-03-23 00:00:00";"2016-04-01 00:00:00";"13";"14";"66";"4,92420";"4,88250";"";""
"221";"2016-03-23 00:00:00";"2016-04-01 00:00:00";"13";"14";"66";"4,92420";"4,88250";"";""
"222";"2016-03-28 00:00:00";"2016-04-01 00:00:00";"14";"14";"66";"4,92420";"4,88250";"";""
"223";"2016-03-28 00:00:00";"2016-04-01 00:00:00";"14";"14";"66";"4,92420";"4,88250";"";""
"224";"2016-02-12 00:00:00";"2016-02-19 00:00:00";"7";"8";"12";"4,74150";"4,32450";"";""
"225";"2016-02-12 00:00:00";"2016-02-19 00:00:00";"7";"8";"12";"4,74150";"4,32450";"";""
"226";"2016-02-15 00:00:00";"2016-02-22 00:00:00";"8";"9";"12";"4,74150";"4,32450";"";""
"227";"2016-02-15 00:00:00";"2016-02-22 00:00:00";"8";"9";"12";"4,74150";"4,32450";"";""
"228";"2016-02-12 00:00:00";"2016-02-19 00:00:00";"7";"8";"46";"4,03941";"3,91902";"";""
"229";"2016-02-12 00:00:00";"2016-02-19 00:00:00";"7";"8";"46";"4,03941";"3,91902";"";""
"230";"2016-02-15 00:00:00";"2016-02-22 00:00:00";"8";"9";"46";"4,03941";"3,91902";"";""
"231";"2016-02-15 00:00:00";"2016-02-22 00:00:00";"8";"9";"46";"4,03941";"3,91902";"";""
"232";"2016-02-17 00:00:00";"2016-02-26 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"233";"2016-02-17 00:00:00";"2016-02-26 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"234";"2016-02-18 00:00:00";"2016-02-26 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"235";"2016-02-18 00:00:00";"2016-02-26 00:00:00";"8";"9";"40";"4,87200";"4,83600";"";""
"236";"2016-02-15 00:00:00";"2016-02-19 00:00:00";"8";"8";"54";"3,69750";"3,67350";"";""
"238";"2016-02-15 00:00:00";"2016-02-27 00:00:00";"8";"9";"57";"3,48000";"3,34800";"";"PRECIO"
"240";"2016-02-15 00:00:00";"2016-02-27 00:00:00";"8";"9";"57";"3,48000";"3,34800";"";"PRECIO"
"242";"2016-02-11 00:00:00";"2016-02-25 00:00:00";"7";"9";"20";"3,69750";"3,24570";"";"PRECIO"
"243";"2016-02-11 00:00:00";"2016-02-25 00:00:00";"7";"9";"67";"4,56750";"4,00830";"";"PRECIO"
"244";"2016-02-11 00:00:00";"2016-02-25 00:00:00";"7";"9";"94";"3,91500";"3,43170";"";"PRECIO"
"251";"2016-03-15 00:00:00";"2016-03-21 00:00:00";"12";"13";"26";"4,94682";"5,28798";"";"REDENCIÓN"
"252";"2016-03-15 00:00:00";"2016-03-21 00:00:00";"12";"13";"26";"4,94682";"5,28798";"";"REDENCIÓN"
"253";"2016-03-15 00:00:00";"2016-03-21 00:00:00";"12";"13";"26";"4,94682";"5,28798";"";"REDENCIÓN"
"263";"2016-03-24 00:00:00";"2016-03-24 00:00:00";"13";"13";"1";"";"";"11";""
"264";"2016-02-22 00:00:00";"2016-02-23 00:00:00";"9";"9";"82";"6,69900";"6,44490";"";"PRECIO"
"265";"2016-02-22 00:00:00";"2016-02-23 00:00:00";"9";"9";"82";"6,69900";"6,44490";"";"PRECIO"
"266";"2016-02-22 00:00:00";"2016-02-23 00:00:00";"9";"9";"82";"6,69900";"6,44490";"";"PRECIO"
"267";"2016-02-29 00:00:00";"2016-03-04 00:00:00";"10";"10";"94";"3,69750";"3,67350";"";"PRECIO"
"268";"2016-02-29 00:00:00";"2016-03-04 00:00:00";"10";"10";"44";"3,61050";"3,58050";"";"PRECIO"
"269";"2016-02-29 00:00:00";"2016-03-04 00:00:00";"10";"10";"71";"3,61050";"3,58050";"";"PRECIO"
"272";"2016-04-15 00:00:00";"2016-04-30 00:00:00";"16";"18";"33";"6,87822";"3,67629";"2000";"SEGÚN REDENCIÓN"
"274";"2016-04-15 00:00:00";"2016-04-30 00:00:00";"16";"18";"34";"6,87822";"3,67629";"2000";"SEGÚN REDENCIÓN"
"279";"2016-03-07 00:00:00";"2016-03-08 00:00:00";"11";"11";"82";"6,69900";"6,44490";"";"PRECIO"
"280";"2016-03-07 00:00:00";"2016-03-08 00:00:00";"11";"11";"82";"6,69900";"6,44490";"";"PRECIO"
"281";"2016-03-07 00:00:00";"2016-03-08 00:00:00";"11";"11";"82";"6,69900";"6,44490";"";"PRECIO"
"286";"2016-03-07 00:00:00";"2016-03-12 00:00:00";"11";"11";"61";"3,48000";"3,44100";"";"PRECIO"
"288";"2016-03-07 00:00:00";"2016-03-12 00:00:00";"11";"11";"23";"3,78450";"3,76650";"";"PRECIO"
"290";"2016-03-14 00:00:00";"2016-03-28 00:00:00";"12";"14";"73";"4,37610";"3,98040";"";"PRECIO"
"291";"2016-03-12 00:00:00";"2016-03-18 00:00:00";"11";"12";"21";"4,62840";"4,55700";"";"PRECIO"
"292";"2016-03-12 00:00:00";"2016-03-18 00:00:00";"11";"12";"21";"4,62840";"4,55700";"";"PRECIO"
"293";"2016-03-12 00:00:00";"2016-03-18 00:00:00";"11";"12";"21";"4,62840";"4,55700";"";"PRECIO"
"295";"2016-03-14 00:00:00";"2016-03-19 00:00:00";"12";"12";"71";"3,61050";"3,58050";"";"PRECIO"
"296";"2016-03-14 00:00:00";"2016-03-19 00:00:00";"12";"12";"78";"3,61050";"3,58050";"";"PRECIO"
"299";"2016-03-11 00:00:00";"2016-03-24 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"300";"2016-03-11 00:00:00";"2016-03-22 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"301";"2016-03-11 00:00:00";"2016-03-22 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"302";"2016-03-11 00:00:00";"2016-03-22 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"303";"2016-03-11 00:00:00";"2016-03-23 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"304";"2016-03-11 00:00:00";"2016-03-23 00:00:00";"11";"13";"10";"3,39300";"3,62700";"";"PRECIO"
"305";"2016-03-14 00:00:00";"2016-03-19 00:00:00";"12";"12";"98";"3,39300";"3,34800";"";"PRECIO"
"306";"2016-03-14 00:00:00";"2016-03-19 00:00:00";"12";"12";"54";"3,69750";"3,67350";"";"PRECIO"
"311";"2016-03-08 00:00:00";"2016-03-14 00:00:00";"11";"12";"68";"6,14394";"5,91480";"";"PRECIO"
"312";"2016-03-08 00:00:00";"2016-03-14 00:00:00";"11";"12";"68";"6,14394";"5,91480";"";"PRECIO"
"313";"2016-03-08 00:00:00";"2016-03-14 00:00:00";"11";"12";"68";"6,14394";"5,91480";"";"PRECIO"
"317";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"32";"4,26300";"4,18500";"";""
"318";"2016-03-30 00:00:00";"2016-04-08 00:00:00";"14";"15";"32";"4,26300";"4,18500";"";""
"319";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"32";"4,26300";"4,18500";"";""
"320";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"32";"4,26300";"4,18500";"";""
"321";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"40";"4,87200";"4,83600";"";""
"322";"2016-03-30 00:00:00";"2016-04-08 00:00:00";"14";"15";"40";"4,87200";"4,83600";"";""
"323";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"40";"4,87200";"4,83600";"";""
"324";"2016-03-31 00:00:00";"2016-04-08 00:00:00";"14";"15";"40";"4,87200";"4,83600";"";""
"325";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"55";"3,96720";"3,96645";"";""
"326";"2016-04-15 00:00:00";"2016-04-22 00:00:00";"16";"17";"55";"3,96720";"3,96645";"";""
"327";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"55";"3,96720";"3,96645";"";""
"328";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"55";"3,96720";"3,96645";"";""
"329";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"42";"4,74150";"4,65000";"";""
"330";"2016-04-15 00:00:00";"2016-04-22 00:00:00";"16";"17";"42";"4,74150";"4,65000";"";""
"331";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"42";"4,74150";"4,65000";"";""
"332";"2016-04-18 00:00:00";"2016-04-22 00:00:00";"17";"17";"42";"4,74150";"4,65000";"";""
"333";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"8";""
"334";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"8";""
"335";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"13";""
"336";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"5";""
"337";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"8";""
"338";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"16";""
"339";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"6";""
"340";"2016-04-16 00:00:00";"2016-04-19 00:00:00";"16";"17";"15";"";"";"5";""
"341";"2016-03-21 00:00:00";"2016-03-26 00:00:00";"13";"13";"74";"1,17450";",97650";"10";"PRECIO"
"345";"2016-03-28 00:00:00";"2016-04-02 00:00:00";"14";"14";"87";"4,95900";"5,02200";"10";"PRECIO"
"346";"2016-03-28 00:00:00";"2016-04-04 00:00:00";"14";"15";"54";"3,74100";"3,19920";"";"PRECIO"
"347";"2016-03-28 00:00:00";"2016-04-04 00:00:00";"14";"15";"57";"3,52350";"3,01320";"";"PRECIO"
"348";"2016-03-28 00:00:00";"2016-04-04 00:00:00";"14";"15";"44";"3,56700";"3,05040";"";"PRECIO"
"349";"2016-04-15 00:00:00";"2016-04-15 00:00:00";"16";"16";"15";"";"";"1";""
"355";"2016-03-29 00:00:00";"2016-04-11 00:00:00";"14";"16";"59";"6,28140";"5,97990";"";"PRECIO"
"356";"2016-03-29 00:00:00";"2016-04-11 00:00:00";"14";"16";"59";"6,28140";"5,97990";"";"PRECIO"
